Name,Weight Class,Total Fights,Avg Time Elapsed,Wins,Loss,Decision Wins,Dec Losses,KO/TKO Wins,KO/TKO Loss,Sub Win,Sub Loss,Dec%,KO%,Sub%,Finish%,Loss Dec%,Loss KO%,Loss Sub%,Loss Finish%,Strikes Thrown Per Minute,Sig Strikes Per Minute,TDA/Min,TDL/Min,KD/Min,Strikes Thrown Per Minute Difference,Sig Strikes Per Minute Difference,TDA Per Minute Difference,TDL Per Minute Difference,KD Per Minute Difference,Sig Strikes Absorbed per Minute,Takedowns Faced per Minute,Takedowns Suffered per Minute
Giblert Burns,WW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,14.87,7.93,0.33,0.00,0.00,4.14,3.62,0.09,-0.09,-0.02,7.20,0.20,0.13
Vinc Pichel,LW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,11.03,4.63,0.20,0.03,0.00,0.62,0.55,-0.10,-0.08,-0.02,3.17,0.33,0.23
Mickey Gall,WW,3,7.21,1,2,0,1,0,1,1,0,0,0,1,1,0.5,0.5,0,0.5,9.25,4.11,0.19,0.09,0.00,-1.48,-0.20,-0.06,0.01,-0.02,6.06,0.05,0.05
Aleksei Oleinik,HW,3,6.86,1,2,0,1,0,1,1,0,0,0,1,1,0.5,0.5,0,0.5,9.48,3.50,0.15,0.05,0.00,-0.60,-0.59,-0.04,-0.03,-0.02,5.83,0.00,0.00
Matt Brown,WW,2,11.52,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,8.55,4.69,0.30,0.22,0.04,-2.18,0.38,0.06,0.13,0.02,5.82,0.17,0.00
Askar Askarov,FLW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,6.10,2.83,0.67,0.23,0.00,-3.51,-0.77,0.38,0.13,-0.03,3.23,0.03,0.00
Batgerel Danaa,BW,2,4.2,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,16.07,4.41,0.12,0.12,0.12,5.16,0.13,-0.17,0.02,0.09,5.24,0.00,0.00
Aliaskhab Khizriev,MW,1,6.97,1,0,0,0,0,0,1,0,0,0,1,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,11.34,6.03,0.43,0.29,0.00,1.18,2.03,0.15,0.18,-0.02,4.45,0.14,0.00
Bruno Souza,FW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.47,3.73,0.20,0.03,0.00,-1.60,-0.60,-0.06,-0.07,-0.02,5.30,0.17,0.07
Kazula Vargas,LW,2,9.41,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,11.32,5.47,0.05,0.00,0.00,0.91,1.39,-0.25,-0.11,-0.02,2.39,0.32,0.21
Mike Grundy,FW,2,7.98,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,4.26,2.01,1.32,0.25,0.00,-6.80,-2.33,1.05,0.15,-0.02,5.02,0.06,0.06
Timur Valiev,FW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,10.98,4.53,0.33,0.13,0.00,-0.09,0.20,0.07,0.03,-0.02,3.27,0.16,0.07
Marlon Moraes,BW,2,5.76,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,6.43,3.30,0.00,0.00,0.09,-4.49,-0.97,-0.29,-0.10,0.06,7.21,0.35,0.35
Alex Caceres,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.53,4.40,0.20,0.07,0.00,-1.53,0.07,-0.06,-0.03,-0.02,4.27,0.20,0.07
Kamuela Kirk,FW,2,12.35,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,9.56,2.02,0.00,0.00,0.00,-1.51,-2.31,-0.26,-0.10,-0.02,2.11,0.49,0.28
Kris Moutinho,BW,2,8.33,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,14.88,4.86,0.00,0.00,0.00,3.97,0.59,-0.29,-0.10,-0.03,15.48,0.00,0.00
Colby Covington,WW,2,25,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,12.72,4.02,0.52,0.12,0.00,1.99,-0.29,0.28,0.03,-0.02,3.80,0.02,0.02
Alex Oliveira,WW,3,7.82,0,3,0,1,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0.33,0.67,8.05,3.96,0.21,0.13,0.00,-2.68,-0.35,-0.03,0.04,-0.02,5.54,0.13,0.04
Greg Hardy,HW,2,1.69,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,7.98,3.84,0.00,0.00,0.00,-2.10,-0.25,-0.18,-0.07,-0.02,7.39,1.18,0.89
Tim Elliot,FLW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,13.38,3.87,0.58,0.18,0.02,3.77,0.26,0.29,0.07,-0.01,3.71,0.24,0.07
Devonte Smith,LW,3,10.49,1,2,0,1,1,1,0,0,0,1,0,1,0.5,0.5,0,0.5,8.58,3.68,0.13,0.03,0.00,-1.84,-0.40,-0.18,-0.08,-0.02,4.00,0.19,0.03
Joel Alvarez,LW,2,4.98,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,10.64,5.12,0.00,0.00,0.00,0.22,1.03,-0.30,-0.11,-0.02,4.72,0.20,0.20
Rong Zhu,LW,3,13.75,1,2,0,1,1,0,0,1,0,1,0,1,0.5,0,0.5,0.5,10.72,4.27,0.39,0.24,0.02,0.30,0.18,0.08,0.13,0.00,6.38,0.02,0.00
Alejandro Perez,BW,2,12.11,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,8.75,3.10,0.08,0.04,0.04,-2.16,-1.18,-0.21,-0.06,0.01,4.34,0.04,0.04
Ramiz Brahimaj,WW,3,6.53,2,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,3.78,1.69,0.31,0.20,0.00,-6.95,-2.63,0.06,0.12,-0.02,2.81,0.56,0.26
Michael Gillmore,MW,2,7.62,0,2,0,0,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0.5,1,4.20,2.04,0.00,0.00,0.00,-5.96,-1.97,-0.28,-0.11,-0.02,3.02,0.66,0.33
Kyle Daukus,MW,1,4.98,1,0,0,0,0,0,1,0,0,0,1,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,5.82,1.20,1.20,0.60,0.00,-4.34,-2.80,0.92,0.50,-0.02,1.00,0.20,0.00
Garbiel Benitez,FW,1,4.4,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,21.82,10.46,0.00,0.00,0.00,10.75,6.12,-0.26,-0.10,-0.02,8.18,0.45,0.00
Chas Skelly,FW,1,7.02,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.98,2.00,0.43,0.14,0.14,-2.09,-2.34,0.16,0.04,0.12,1.14,0.29,0.00
Mark Striegl,FW,1,7.02,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,6.27,1.14,0.29,0.00,0.00,-4.80,-3.19,0.02,-0.10,-0.02,2.00,0.43,0.14
Kyler Phillips,BW,3,13.93,2,1,1,1,0,0,1,0,0.5,0,0.5,0.5,1,0,0,0,11.56,5.10,0.53,0.24,0.02,0.64,0.82,0.24,0.14,0.00,4.14,0.14,0.05
Fabio Cherant,LHW,3,6.72,0,3,0,1,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0.33,0.67,3.23,1.39,0.00,0.00,0.00,-6.44,-2.70,-0.24,-0.09,-0.02,4.12,0.15,0.15
Dougle Silva de Andrade,BW,2,5.23,2,0,0,0,1,0,1,0,0,0.5,0.5,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.84,4.49,0.10,0.00,0.38,-1.07,0.22,-0.19,-0.10,0.36,3.54,0.48,0.10
Max Grishin,LHW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,9.47,4.50,0.07,0.00,0.07,-0.20,0.41,-0.18,-0.09,0.04,2.60,0.30,0.10
Michae Trizano,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,10.53,4.67,0.07,0.07,0.00,-0.53,0.34,-0.20,-0.03,-0.02,9.40,0.00,0.00
Danilo Marques,LHW,3,7.72,1,2,0,0,0,2,1,0,0,0,1,1,0,1,0,1,5.18,1.69,0.82,0.26,0.00,-4.48,-2.41,0.58,0.17,-0.02,3.33,0.09,0.09
Denys Bondar,FLW,1,1.37,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,3.66,2.93,0.73,0.73,0.00,-5.95,-0.68,0.45,0.63,-0.03,2.20,0.73,0.73
Francis Ngannou,HW,2,15.43,2,0,1,0,1,0,0,0,0.5,0.5,0,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.38,2.56,0.23,0.16,0.07,-3.70,-1.53,0.04,0.09,0.04,2.43,0.13,0.03
Saimon Oliveira,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,5.80,2.33,0.00,0.00,0.00,-5.11,-1.94,-0.29,-0.10,-0.03,3.07,1.00,0.73
Giga Chikadze,FW,3,12.59,2,1,0,1,2,0,0,0,0,1,0,1,1,0,0,0,13.08,5.29,0.00,0.00,0.08,2.01,0.96,-0.26,-0.10,0.06,4.79,0.19,0.05
Rogerio Bontorin,FLW,3,11.64,0,3,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0,0.33,7.36,3.04,0.32,0.29,0.00,-2.25,-0.57,0.03,0.18,-0.03,3.38,0.00,0.00
Dakota Bush,LW,2,9.39,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,8.09,2.77,0.48,0.16,0.00,-2.32,-1.32,0.17,0.05,-0.02,4.42,0.05,0.05
Diego Ferreira,LW,3,11.09,0,3,0,1,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.67,0,0.67,9.58,3.64,0.09,0.00,0.00,-0.83,-0.45,-0.21,-0.11,-0.02,3.97,0.90,0.39
Dustin Stolzfus,MW,1,12.97,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,5.55,0.93,0.31,0.31,0.00,-4.61,-3.08,0.03,0.20,-0.02,0.85,0.08,0.08
Andre Ewell,BW,3,12.92,0,3,0,2,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.67,0.33,0,0.33,10.27,3.77,0.05,0.05,0.00,-0.64,-0.51,-0.24,-0.05,-0.03,6.40,0.08,0.03
Matt Sayles,LW,1,7.08,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,4.80,1.84,0.14,0.14,0.00,-5.61,-2.25,-0.16,0.03,-0.02,1.27,0.85,0.14
Dustin Poirer,LW,1,11.03,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,9.52,5.26,0.00,0.00,0.09,-0.90,1.17,-0.30,-0.11,0.07,6.62,0.54,0.00
Ryan Hall,FW,2,9.89,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,10.16,2.53,0.25,0.00,0.00,-0.91,-1.80,-0.01,-0.10,-0.02,2.22,0.05,0.05
Randy Costa,BW,1,9.25,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,7.14,3.35,0.11,0.00,0.00,-3.78,-0.92,-0.18,-0.10,-0.03,8.86,0.00,0.00
Jose Aldo,BW,1,25,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.88,3.44,0.04,0.00,0.08,-4.03,-0.83,-0.25,-0.10,0.05,5.96,0.20,0.04
Maki Pitolo,MW,2,9.43,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,7.37,2.39,0.58,0.27,0.00,-2.79,-1.62,0.30,0.16,-0.02,3.77,0.11,0.05
Chris Gruetzemacher,LW,2,14.21,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,13.76,4.86,0.07,0.04,0.00,3.35,0.77,-0.23,-0.08,-0.02,4.05,0.70,0.21
Michael Chiesa,WW,3,14.47,0,3,0,2,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.67,0,0.33,0.33,5.71,1.31,0.18,0.14,0.00,-5.02,-3.00,-0.06,0.05,-0.02,0.85,0.25,0.14
Rani Yahya,BW,2,11.58,2,0,1,0,0,0,1,0,0.5,0,0.5,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,12.23,1.51,0.52,0.22,0.00,1.31,-2.76,0.23,0.12,-0.03,1.99,0.00,0.00
KyungHo Kang ,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,10.27,2.87,0.00,0.00,0.07,-0.65,-1.41,-0.29,-0.10,0.04,1.80,0.53,0.20
Rafa garcia,LW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,7.80,2.33,0.80,0.47,0.00,-2.61,-1.75,0.50,0.36,-0.02,3.13,0.47,0.20
Sean Soriano,LW,2,10.49,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,6.34,3.24,0.10,0.10,0.00,-4.07,-0.84,-0.21,-0.02,-0.02,1.86,0.62,0.33
Ben Rothwell,HW,2,3.83,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,16.73,8.11,0.26,0.13,0.00,6.65,4.01,0.08,0.06,-0.02,6.14,0.13,0.00
Song Yadong,BW,3,12.19,2,1,1,1,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,14.54,5.82,0.08,0.00,0.03,3.63,1.55,-0.21,-0.10,0.00,4.10,0.27,0.11
Collin Anglin,FW,2,5.67,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,8.56,2.91,0.18,0.09,0.00,-2.51,-1.42,-0.09,-0.01,-0.02,8.29,0.00,0.00
Al Iaquinta,LW,1,2.42,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,12.41,4.14,0.00,0.00,0.00,2.00,0.05,-0.30,-0.11,-0.02,11.59,0.00,0.00
Jordan Williams,WW,1,4.98,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,10.84,4.42,0.20,0.00,0.00,0.11,0.10,-0.04,-0.09,-0.02,3.61,0.00,0.00
Gian Villante,HW,1,7.38,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,6.91,4.06,0.00,0.00,0.00,-3.17,-0.03,-0.18,-0.07,-0.02,5.15,0.00,0.00
John Allan,LHW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,12.67,5.13,0.00,0.00,0.00,3.00,1.04,-0.24,-0.09,-0.02,10.20,0.00,0.00
CJ Vergara,FLW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,13.13,6.20,0.00,0.00,0.00,3.52,2.59,-0.28,-0.10,-0.03,5.27,0.47,0.07
Elizeu Zaleski Dos Santos,WW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,18.60,9.93,0.27,0.00,0.00,7.87,5.62,0.02,-0.09,-0.02,4.47,0.93,0.13
Shamil Gamzatov,LHW,1,3.52,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,19.05,9.95,0.57,0.00,0.00,9.38,5.86,0.33,-0.09,-0.02,9.10,0.00,0.00
Hu Yaozong,MW,1,14.77,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,4.54,1.69,0.00,0.00,0.00,-5.63,-2.31,-0.28,-0.11,-0.02,4.88,0.54,0.27
Ricky Glenn,LW,2,7.81,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8.07,2.43,0.00,0.00,0.13,-2.34,-1.65,-0.30,-0.11,0.11,1.60,0.70,0.19
Laureano Strapoli ,MW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,4.77,1.13,0.47,0.13,0.00,-5.40,-2.87,0.19,0.03,-0.02,2.03,0.37,0.23
Khama Worthy,LW,2,1.78,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,8.73,4.51,0.00,0.00,0.00,-1.68,0.42,-0.30,-0.11,-0.02,8.45,0.00,0.00
Zviad Lazishvili,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,10.87,4.20,0.40,0.00,0.00,-0.05,-0.07,0.11,-0.10,-0.03,6.13,0.00,0.00
Gaetano Pirrello ,BW,2,5.53,0,2,0,0,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0.5,1,2.17,0.99,0.00,0.00,0.00,-8.74,-3.28,-0.29,-0.10,-0.03,2.44,0.90,0.63
Johnny Eduardo,BW,1,9.22,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,7.16,3.36,0.11,0.11,0.00,-3.75,-0.91,-0.18,0.01,-0.03,2.50,0.11,0.11
Martin Sano,WW,1,0.25,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,12.00,4.00,0.00,0.00,0.00,1.27,-0.31,-0.24,-0.09,-0.02,12.00,0.00,0.00
Antonio Arroyo,MW,1,7.43,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,7.67,2.83,0.00,0.00,0.00,-2.49,-1.18,-0.28,-0.11,-0.02,5.52,0.81,0.13
Mike Rodriguez,LHW,2,12.43,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,8.00,2.61,0.00,0.00,0.00,-1.67,-1.48,-0.24,-0.09,-0.02,5.83,0.40,0.28
Impa Kasanganay,WW,2,4.03,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,7.69,2.36,0.74,0.25,0.00,-3.04,-1.96,0.50,0.16,-0.02,4.59,0.12,0.00
Gustavo Lopez,BW,2,12.73,0,2,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0,0.5,6.68,2.63,0.35,0.12,0.00,-4.23,-1.64,0.06,0.02,-0.03,3.03,0.04,0.00
David Zawada,WW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,14.00,5.73,0.13,0.07,0.00,3.27,1.42,-0.11,-0.02,-0.02,6.00,0.00,0.00
Luigi Vendramini,LW,2,9.71,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,8.86,3.04,0.36,0.10,0.00,-1.55,-1.05,0.06,-0.01,-0.02,4.43,0.10,0.00
Liudvik Sholinan,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,7.20,1.27,0.27,0.00,0.00,-3.71,-3.01,-0.02,-0.10,-0.03,6.13,0.53,0.13
Gilbert Urbina,MW,1,7.25,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,13.10,6.21,0.83,0.28,0.00,2.94,2.20,0.55,0.17,-0.02,6.34,0.14,0.14
Kevin Lee,WW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,12.07,3.73,0.47,0.20,0.00,1.34,-0.58,0.22,0.11,-0.02,8.00,0.00,0.00
Darren Stewart,MW,3,7.56,0,3,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0,0.33,7.98,2.91,0.27,0.18,0.00,-2.18,-1.09,-0.01,0.07,-0.02,5.47,0.53,0.13
Austin Hubbard,LW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,11.73,4.10,0.27,0.17,0.00,1.32,0.02,-0.04,0.06,-0.02,3.73,0.33,0.03
Austin Lingo,FLW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,12.33,4.87,0.00,0.00,0.07,2.72,1.26,-0.28,-0.10,0.04,5.13,0.33,0.00
Domingo Pilarte,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,10.60,0.20,0.00,0.00,0.00,-0.31,-4.07,-0.29,-0.10,-0.03,1.87,0.20,0.20
Roosevelt Roberts,LW,1,14.92,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,12.40,3.69,0.80,0.00,0.00,1.99,-0.40,0.50,-0.11,-0.02,7.04,0.00,0.00
Sasha Palatnikkov,WW,1,2.55,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,1.18,0.39,0.00,0.00,0.00,-9.55,-3.92,-0.24,-0.09,-0.02,0.39,0.78,0.78
Casey Kenney,BW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,13.07,5.07,0.23,0.03,0.00,2.15,0.79,-0.06,-0.07,-0.03,6.83,0.40,0.07
Drako Rodriguez,BW,2,9.04,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,10.56,3.65,0.28,0.17,0.00,-0.35,-0.62,-0.01,0.07,-0.03,4.70,0.22,0.06
Anderson Dos Santos,BW,1,11.27,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,14.65,2.84,0.44,0.00,0.00,3.73,-1.43,0.15,-0.10,-0.03,7.10,0.00,0.00
Jamey Simmons,BW,1,7.58,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,5.28,0.92,0.00,0.00,0.00,-5.64,-3.35,-0.29,-0.10,-0.03,1.85,0.40,0.26
Kai Kamaka,FW,2,15,0,2,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0,0,8.97,3.63,0.13,0.03,0.03,-2.10,-0.70,-0.13,-0.07,0.01,4.10,0.30,0.10
Ryan Benoit,FLW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,10.07,2.47,0.07,0.00,0.07,0.46,-1.14,-0.22,-0.10,0.04,5.20,0.27,0.00
Ian Heinisch,MW,2,11.58,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,6.91,2.20,0.39,0.04,0.00,-3.25,-1.80,0.11,-0.06,-0.02,3.33,0.65,0.30
Jordan ,WW,1,2.95,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,11.86,4.41,0.34,0.34,0.00,1.13,0.09,0.10,0.25,-0.02,3.73,0.68,0.34
Jeremy Stephens,LW,1,1.08,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,1.85,0.00,0.00,0.00,0.00,-8.57,-4.08,-0.30,-0.11,-0.02,0.92,1.85,0.92
Rodolfo Viera,MW,2,9.39,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,6.66,3.09,0.75,0.37,0.00,-3.51,-0.91,0.47,0.27,-0.02,5.27,0.16,0.00
Rodrigo Nascimento,HW,1,6.48,0,1,0,0,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,0,0,13.11,7.56,0.46,0.00,0.00,3.03,3.46,0.28,-0.07,-0.02,9.25,0.00,0.00
Connor McGregor,LW,2,6.27,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,11.65,4.47,0.08,0.00,0.00,1.24,0.38,-0.22,-0.11,-0.02,6.70,0.24,0.16
Carlos Condit,WW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,12.93,3.40,0.27,0.07,0.00,2.20,-0.91,0.02,-0.02,-0.02,4.03,0.23,0.07
Omari Akhmedov,MW,2,10.84,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,11.95,3.37,0.65,0.18,0.00,1.78,-0.64,0.37,0.08,-0.02,3.92,0.05,0.00
Jerome Rivera,FLW,3,5.82,0,3,0,1,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0.33,0.67,13.86,1.95,0.34,0.00,0.00,4.25,-1.66,0.06,-0.10,-0.03,2.52,0.34,0.23
Michel Prazeres,WW,1,7.17,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,5.58,0.84,0.42,0.00,0.00,-5.15,-3.48,0.18,-0.09,-0.02,2.93,0.14,0.14
Justin Jaynes,LW,2,11.82,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,5.76,2.33,0.17,0.09,0.00,-4.66,-1.76,-0.14,-0.03,-0.02,3.60,0.13,0.13
Yancy Medeiros,LW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,15.13,6.87,0.13,0.13,0.00,4.72,2.78,-0.17,0.02,-0.02,8.07,0.20,0.13
Dhiego Lima,WW,2,11.52,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,11.29,3.99,0.22,0.00,0.00,0.56,-0.32,-0.03,-0.09,-0.02,6.77,0.43,0.04
Aleksa Camur,LHW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,11.07,6.80,0.13,0.00,0.00,1.40,2.71,-0.11,-0.09,-0.02,4.73,0.33,0.07
Roque Martinez,HW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,20.60,4.27,0.00,0.00,0.00,10.52,0.17,-0.18,-0.07,-0.02,5.27,0.47,0.07
