Name,Weight Class,Total Fights,Avg Time Elapsed,Wins,Loss,Decision Wins,Dec Losses,KO/TKO Wins,KO/TKO Loss,Sub Win,Sub Loss,Dec%,KO%,Sub%,Finish%,Loss Dec%,Loss KO%,Loss Sub%,Loss Finish%,Strikes Thrown Per Minute,Sig Strikes Per Minute,TDA/Min,TDL/Min,KD/Min,Strikes Thrown Per Minute Difference,Sig Strikes Per Minute Difference,TDA Per Minute Difference,TDL Per Minute Difference,KD Per Minute Difference
Cub Swanson,FW,3,4.19,1,2,0,0,1,2,0,0,0,1,0,1,0,1,0,1,9.867,5.809,0.08,0.08,0.08,-1.1999,1.4772,-0.1837,-0.02,0.0609
Jordan Wright,MW,3,3.58,1,2,0,0,1,2,0,0,0,1,0,1,0,1,0,1,14.068,6.615,0.466,0.28,0.093,3.9051,2.6123,0.1864,0.1733,0.0775
Misha Cirkunov,LHW,4,6.03,1,3,0,1,1,1,0,1,0,1,0,1,0.33,0.33,0.33,0.67,8.163,3.356,0.994,0.249,0,-1.5055,-0.7376,0.7505,0.1639,-0.0242
Brandon Davis,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,12.6,5.067,0.2,0.067,0,1.687,0.793,-0.0908,-0.0314,-0.0264
Nick Maximov,MW,4,11.57,2,2,2,1,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,7.759,1.751,0.692,0.324,0,-2.4039,-2.2517,0.4124,0.2173,-0.0155
Jacob Malkoun,MW,4,15,3,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,11.667,3.717,1.117,0.5,0,1.5041,-0.2857,0.8374,0.3933,-0.0155
Joanderson Brito,FW,3,5.91,2,1,0,1,1,0,1,0,0,0.5,0.5,1,1,0,0,0,7.959,3.274,0.339,0.226,0.056,-3.1079,-1.0578,0.0753,0.126,0.0369
Mike Jackson,WW,2,2.71,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,9.785,5.169,0.369,0,0,-0.9448,0.8552,0.1264,-0.0865,-0.0226
Pete Rodriguez,WW,2,2.27,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,23.824,10.368,0,0,0.221,13.0942,6.0542,-0.2426,-0.0865,0.1984
Francisco Trinaldo,WW,4,15,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,8.283,3.25,0.15,0.033,0,-2.4468,-1.0638,-0.0926,-0.0535,-0.0226
Sodiq Yusuff,FW,3,10.17,2,1,1,1,0,0,1,0,0.5,0,0.5,0.5,1,0,0,0,10.033,3.934,0.131,0.033,0,-1.0339,-0.3978,-0.1327,-0.067,-0.0191
Mike Davis,LW,2,15,2,0,2,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,12.8,5.767,0.667,0.4,0,2.3875,1.6828,0.3628,0.2885,-0.0222
Viacheslav Borshchev,LW,3,11.26,1,2,0,2,1,0,0,0,0,1,0,1,1,0,0,0,6.246,2.694,0,0,0.03,-4.1665,-1.3902,-0.3042,-0.1115,0.0078
John Castaneda,BW,3,8.61,1,2,0,0,1,1,0,1,0,1,0,1,0,0.5,0.5,1,13.006,6.077,0.271,0.116,0.116,2.093,1.803,-0.0198,0.0176,0.0896
Daniel Santos,BW,2,12.23,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,14.959,4.823,0.245,0.082,0.041,4.046,0.549,-0.0458,-0.0164,0.0146
Ilir Latifi,HW,2,15,2,0,2,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.2,1.6,0.3,0.167,0,-3.8799,-2.4932,0.1177,0.0921,-0.0228
Aleksei  Oleinik,HW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,7.533,1.867,0,0,0,-2.5469,-2.2262,-0.1823,-0.0749,-0.0228
Joaquim Silva,LW,2,4.38,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,11.2,5.257,0,0,0.114,0.7875,1.1728,-0.3042,-0.1115,0.0918
Jesse Ronson,LW,2,8.98,0,2,0,0,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0.5,1,8.182,3.562,0.111,0,0,-2.2305,-0.5222,-0.1932,-0.1115,-0.0222
Krzysztof Jotko,MW,4,12.32,2,2,2,1,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,10.795,2.962,0.162,0.101,0,0.6321,-1.0407,-0.1176,-0.0057,-0.0155
Randy Costa ,BW,2,4.13,0,2,0,0,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0.5,1,19.394,8.606,0,0,0,8.481,4.332,-0.2908,-0.0984,-0.0264
Song Yadong ,BW,2,11.05,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,11.719,3.077,0.09,0.09,0.045,0.806,-1.197,-0.2008,-0.0084,0.0186
Andre Fili,FW,3,7.15,1,2,1,0,0,1,0,0,1,0,0,0,0,0.5,0,0.5,11.375,4.615,0.186,0.093,0,0.3081,0.2832,-0.0777,-0.007,-0.0191
Alen Amedovski,MW,2,2.49,0,2,0,0,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0.5,1,7.625,2.408,0,0,0,-2.5379,-1.5947,-0.2796,-0.1067,-0.0155
Rordrigo Nascimento,HW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.933,2.4,0.467,0.2,0,-0.1469,-1.6932,0.2847,0.1251,-0.0228
Anthony Hernandez,MW,3,11.26,3,0,1,0,0,0,2,0,0.33,0,0.67,0.67,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.322,3.524,0.74,0.474,0,-1.8409,-0.4787,0.4604,0.3673,-0.0155
Pat Sabatini,FW,5,9.61,3,2,2,1,0,1,1,0,0.67,0,0.33,0.33,0.5,0.5,0,0.5,8.411,1.666,0.583,0.25,0.021,-2.6559,-2.6658,0.3193,0.15,0.0019
Louis Cosce,WW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,3.267,0.667,0.067,0.067,0,-7.4628,-3.6468,-0.1756,-0.0195,-0.0226
Nikolas Motta,LW,2,5.39,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,9.459,4.173,0,0,0.093,-0.9535,0.0888,-0.3042,-0.1115,0.0708
Cameron VanCamp,WW,2,3.2,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,11.094,5.313,0,0,0,0.3642,0.9992,-0.2426,-0.0865,-0.0226
Nick Diaz,MW,2,14.21,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,19.566,8.833,0.035,0,0,9.4031,4.8303,-0.2446,-0.1067,-0.0155
Tony Ferguson,LW,3,12.72,0,3,0,1,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0.33,0.67,7.575,3.014,0.079,0.026,0,-2.8375,-1.0702,-0.2252,-0.0855,-0.0222
Khamzat Chimaev,WW,3,6.83,3,0,1,0,0,0,2,0,0.33,0,0.67,0.67,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,14.793,6.493,0.488,0.244,0.049,4.0632,2.1792,0.2454,0.1575,0.0264
Li Jingliang,WW,4,8.08,2,2,0,1,2,0,0,1,0,1,0,1,0.5,0,0.5,0.5,9.809,4.239,0.093,0.062,0.062,-0.9208,-0.0748,-0.1496,-0.0245,0.0394
Hakeem Dawodu,FW,3,15,1,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,12.4,5.644,0.022,0,0,1.3331,1.3122,-0.2417,-0.1,-0.0191
Jake Collier,HW,4,9.96,1,3,0,2,0,1,1,0,0,0,1,1,0.67,0.33,0,0.33,16.795,7.381,0.176,0.1,0.025,6.7151,3.2878,-0.0063,0.0251,0.0022
Chris Barnett,HW,4,8.38,2,2,0,1,2,0,0,1,0,1,0,1,0.5,0,0.5,0.5,10.944,4.414,0.03,0,0.03,0.8641,0.3208,-0.1523,-0.0749,0.0072
Chad Anheliger,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,10.867,2.6,0,0,0,-0.046,-1.674,-0.2908,-0.0984,-0.0264
Alatengheili,BW,3,10.26,2,1,1,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0,9.258,3.054,0.097,0.065,0.032,-1.655,-1.22,-0.1938,-0.0334,0.0056
Darian Weeks,WW,3,15,0,3,0,3,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.533,4.489,0.444,0.133,0,-1.1968,0.1752,0.2014,0.0465,-0.0226
Robert Whittaker,MW,3,21.67,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,8.354,4.354,0.277,0.138,0,-1.8089,0.3513,-0.0026,0.0313,-0.0155
Alessio Di Chirico,MW,3,4.54,1,2,0,0,1,2,0,0,0,1,0,1,0,1,0,1,11.443,3.814,0.293,0,0.073,1.2801,-0.1887,0.0134,-0.1067,0.0575
William Gomis,FW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.067,2.133,0.333,0.2,0,-2.9999,-2.1988,0.0693,0.1,-0.0191
Jarno Errens,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,4.267,1.333,0.133,0,0,-6.7999,-2.9988,-0.1307,-0.1,-0.0191
Charles Jourdain,FW,6,12.5,3,3,1,2,1,0,1,1,0.33,0.33,0.33,0.67,0.67,0,0.33,0.33,15.417,7.082,0.08,0.013,0.04,4.3501,2.7502,-0.1837,-0.087,0.0209
Nathaniel Wood,FW,2,15,2,0,2,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.333,6.467,0.3,0.2,0,2.2661,2.1352,0.0363,0.1,-0.0191
Abus Magomedov,MW,1,0.32,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,22.105,22.105,0,0,3.158,11.9421,18.1023,-0.2796,-0.1067,3.1425
Dustin Stoltzfus,MW,3,9.07,1,2,1,0,0,1,0,1,1,0,0,0,0,0.5,0.5,1,14.036,4.262,0.294,0.073,0,3.8731,0.2593,0.0144,-0.0337,-0.0155
John Makdessi,LW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,15.1,6.567,0,0,0,4.6875,2.4828,-0.3042,-0.1115,-0.0222
Nasrat Haqparast,LW,4,15,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,11.15,4.433,0.1,0.033,0.017,0.7375,0.3488,-0.2042,-0.0785,-0.0052
Fares Ziam,LW,3,10.73,2,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,8.949,3.107,0.218,0.093,0,-1.4635,-0.9772,-0.0862,-0.0185,-0.0222
Michal Figlak,LW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,8.4,1.867,0.333,0.067,0,-2.0125,-2.2172,0.0288,-0.0445,-0.0222
Benoit Saint Denis,WW,3,8.93,2,1,0,1,1,0,1,0,0,0.5,0.5,1,1,0,0,0,11.94,4.366,0.746,0.224,0.112,1.2102,0.0522,0.5034,0.1375,0.0894
Gabriel Miranda,LW,1,5.27,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,10.063,3.797,0.57,0.19,0,-0.3495,-0.2872,0.2658,0.0785,-0.0222
Khalid Taha,BW,2,9.13,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,10.137,2.137,0.055,0,0,-0.776,-2.137,-0.2358,-0.0984,-0.0264
Cristian Quinonez,BW,1,3.25,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,14.462,5.846,0,0,0,3.549,1.572,-0.2908,-0.0984,-0.0264
Paulo Costa,LHW,2,20,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.15,5.9,0.075,0.075,0,0.4815,1.8064,-0.1685,-0.0101,-0.0242
Luke Rockhold,MW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,5.2,3.4,0.267,0.067,0,-4.9629,-0.6027,-0.0126,-0.0397,-0.0155
Jose Aldo ,BW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.5,5.067,0.533,0,0,-0.413,0.793,0.2422,-0.0984,-0.0264
Harry Hunsucker,HW,3,1.26,0,3,0,0,0,3,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,5.022,2.379,0.264,0,0,-5.0579,-1.7142,0.0817,-0.0749,-0.0228
Leonardo Santos,LW,3,12.11,0,3,0,1,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0.33,0.67,8.064,2.945,0.138,0.028,0.028,-2.3485,-1.1392,-0.1662,-0.0835,0.0058
Sean Woodson,FW,3,11.5,2,1,1,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0,13.942,4.725,0,0,0.029,2.8751,0.3932,-0.2637,-0.1,0.0099
Luis Saldana,FW,4,15,2,2,2,1,0,0,0,0,1,0,0,0,0.5,0,0,0,10.217,4.8,0.283,0.05,0.017,-0.8499,0.4682,0.0193,-0.05,-0.0021
Ange Loosa,WW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,19,7.233,0.2,0.067,0,8.2702,2.9192,-0.0426,-0.0195,-0.0226
Francisco Figueiredo,FLW,4,8.97,2,2,1,1,0,0,1,1,0.5,0,0.5,0.5,0.5,0,0.5,0.5,4.405,2.035,0.223,0.167,0,-5.2038,-1.5706,-0.0613,0.063,-0.0297
Aoriqileng,FLW,4,11.95,2,2,1,2,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,14.184,6.067,0.23,0.105,0.021,4.5752,2.4614,-0.0543,0.001,-0.0087
Dominick Cruz,BW,3,15.76,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,16.158,6.006,0.529,0.106,0,5.245,1.732,0.2382,0.0076,-0.0264
David Onama,LW,4,11.9,2,2,0,2,1,0,1,0,0,0.5,0.5,1,1,0,0,0,11.782,4.746,0.315,0.063,0.042,1.3695,0.6618,0.0108,-0.0485,0.0198
Devin Clark,HW,2,12.33,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,9.047,1.947,0.203,0.081,0.041,-1.0329,-2.1462,0.0207,0.0061,0.0182
Martin Buday,HW,2,13.32,2,0,2,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.517,4.581,0,0,0.038,3.4371,0.4878,-0.1823,-0.0749,0.0152
Gabriel Benitez,FW,2,8.61,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,11.384,5.46,0.116,0.058,0.058,0.3171,1.1282,-0.1477,-0.042,0.0389
Charlie Ontiveros,LW,2,5.2,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,8.558,2.788,0,0,0.192,-1.8545,-1.2962,-0.3042,-0.1115,0.1698
Jason Witt,WW,4,6.17,1,3,1,0,0,3,0,0,1,0,0,0,0,1,0,1,6.689,1.946,1.095,0.527,0.041,-4.0408,-2.3678,0.8524,0.4405,0.0184
Josh Quinlan,WW,1,2.15,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,5.581,1.395,0,0,0.465,-5.1488,-2.9188,-0.2426,-0.0865,0.4424
Youssef Zalal,FW,3,15,0,3,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.67,0,0,0,8.022,2.844,0.6,0.133,0,-3.0449,-1.4878,0.3363,0.033,-0.0191
Thiago Santos,LHW,4,20.63,1,3,1,2,0,1,0,0,1,0,0,0,0.67,0.33,0,0.33,5.72,2.496,0.267,0.073,0.012,-3.9485,-1.5976,0.0235,-0.0121,-0.0122
Vicente Luque,WW,4,8.34,2,2,0,1,0,1,2,0,0,0,1,1,0.5,0.5,0,0.5,14.026,6.384,0,0,0,3.2962,2.0702,-0.2426,-0.0865,-0.0226
Mohammed Usman,HW,1,5.6,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,7.321,2.143,0.179,0,0.179,-2.7589,-1.9502,-0.0033,-0.0749,0.1562
Zac Pauga,HW,1,5.6,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,9.107,5.714,0,0,0,-0.9729,1.6208,-0.1823,-0.0749,-0.0228
Sam Alvey,MW,4,7.8,0,4,0,1,0,1,0,2,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.25,0.25,0.5,0.75,10.091,3.972,0.032,0,0,-0.0719,-0.0307,-0.2476,-0.1067,-0.0155
Takashi Sato,WW,2,7.87,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,2.669,0.699,0,0,0,-8.0608,-3.6148,-0.2426,-0.0865,-0.0226
Kai Kara-France,FLW,4,9.46,3,1,1,0,2,1,0,0,0.33,0.67,0,0.67,0,1,0,1,9.013,3.7,0.079,0.026,0.079,-0.5958,0.0944,-0.2053,-0.078,0.0493
Alexandre Pantoja,FLW,3,7.76,3,0,1,0,0,0,2,0,0.33,0,0.67,0.67,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.805,4.467,0.344,0.172,0,-0.8038,0.8614,0.0597,0.068,-0.0297
Alex Perez,FLW,1,1.52,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,9.231,6.593,0.659,0,0,-0.3778,2.9874,0.3747,-0.104,-0.0297
Anthony Smith,LHW,3,5.64,2,1,0,0,1,1,1,0,0,0.5,0.5,1,0,1,0,1,6.378,3.602,0.059,0,0.118,-3.2905,-0.4916,-0.1845,-0.0851,0.0938
Hamdy Abdelwahab,HW,1,15,0,1,0,0,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,0,0,10.933,3.867,0.267,0.2,0.067,0.8531,-0.2262,0.0847,0.1251,0.0442
Drakkar Klose,LW,2,10.28,2,0,1,0,1,0,0,0,0.5,0.5,0,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.82,6.667,0.633,0.195,0.097,3.4075,2.5828,0.3288,0.0835,0.0748
Michael Morales,WW,2,2.63,2,0,0,0,2,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,38.286,20.762,0.381,0,0.571,27.5562,16.4482,0.1384,-0.0865,0.5484
Orion Cosce,WW,2,12.18,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,7.762,1.93,0.575,0.205,0,-2.9678,-2.3838,0.3324,0.1185,-0.0226
Blood Diamond,WW,2,9.82,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,6.57,3.26,0.051,0,0,-4.1598,-1.0538,-0.1916,-0.0865,-0.0226
Curtis Blaydes,HW,4,6.74,3,1,1,0,2,1,0,0,0.33,0.67,0,0.67,0,1,0,1,11.681,3.486,0.334,0.111,0.037,1.6011,-0.6072,0.1517,0.0361,0.0142
Tom Aspinall,HW,4,3.16,3,1,0,0,1,1,2,0,0,0.33,0.67,1,0,1,0,1,11.462,6.719,0.237,0.237,0.079,1.3821,2.6258,0.0547,0.1621,0.0562
Alexander Gustafsson,LHW,1,1.12,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,8.06,4.478,0,0,0,-1.6085,0.3844,-0.2435,-0.0851,-0.0242
Mason Jones,LW,4,13.06,1,3,1,2,0,0,0,0,1,0,0,0,0.67,0,0,0,14.569,5.609,0.459,0.211,0,4.1565,1.5248,0.1548,0.0995,-0.0222
Damir Hadzovic,LW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,8.867,4.2,0.133,0.067,0,-1.5455,0.1158,-0.1712,-0.0445,-0.0222
Charles Rosa,FW,4,15,1,3,1,3,0,0,0,0,1,0,0,0,1,0,0,0,12.35,3.033,0.233,0.1,0,1.2831,-1.2988,-0.0307,0,-0.0191
Claudio Silva,WW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,6.167,1.067,0.733,0.167,0,-4.5628,-3.2468,0.4904,0.0805,-0.0226
Brian Ortega,FW,2,14.59,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,9.903,3.769,0.343,0.103,0,-1.1639,-0.5628,0.0793,0.003,-0.0191
Sumudaerji,FLW,2,12.2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,8.975,4.426,0,0,0.041,-0.6338,0.8204,-0.2843,-0.104,0.0113
Shane Burgos,FW,3,13.76,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,15.145,7.633,0.17,0.048,0,4.0781,3.3012,-0.0937,-0.052,-0.0191
Ricky Simon,BW,4,9.93,4,0,1,0,1,0,2,0,0.25,0.25,0.5,0.75,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,7.683,2.645,0.781,0.428,0.05,-3.23,-1.629,0.4902,0.3296,0.0236
Herbert Burns,FW,1,6.83,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,3.659,1.463,0.293,0.146,0,-7.4079,-2.8688,0.0293,0.046,-0.0191
Da-un Jung,LHW,1,3.22,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,12.124,4.352,0,0,0,2.4555,0.2584,-0.2435,-0.0851,-0.0242
Dwight Grant,WW,4,13.56,1,3,1,2,0,1,0,0,1,0,0,0,0.67,0.33,0,0.33,9.622,3.207,0.055,0.055,0.018,-1.1078,-1.1068,-0.1876,-0.0315,-0.0046
Douglas Silva de Andrade,FW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,7.2,2.233,0.1,0.067,0,-3.8669,-2.0988,-0.1637,-0.033,-0.0191
Aiemann Zahabi,BW,2,9.04,2,0,1,0,1,0,0,0,0.5,0.5,0,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.415,3.484,0,0,0.055,-4.498,-0.79,-0.2908,-0.0984,0.0286
Garret Armfield,FW,1,13.22,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,6.28,1.589,0.151,0,0,-4.7869,-2.7428,-0.1127,-0.1,-0.0191
Karl Roberson,MW,3,7.55,0,3,0,0,0,2,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.67,0.33,1,3.444,1.413,0.132,0,0,-6.7189,-2.5897,-0.1476,-0.1067,-0.0155
Ronnie Lawrence,BW,3,14.21,2,1,1,1,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,6.661,3.237,0.422,0.352,0.07,-4.252,-1.037,0.1312,0.2536,0.0436
Alexander Volkonovski,FW,3,21.92,3,0,2,0,1,0,0,0,0.67,0.33,0,0.33,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,14.935,8.38,0.122,0.061,0.015,3.8681,4.0482,-0.1417,-0.039,-0.0041
Robbie Lawler,MW,2,12.67,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,14.289,8.368,0,0,0,4.1261,4.3653,-0.2796,-0.1067,-0.0155
Donald Cerrone,WW,2,5.6,0,2,0,0,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0.5,1,6.429,3.393,0.179,0,0,-4.3008,-0.9208,-0.0636,-0.0865,-0.0226
Gabe Green,WW,2,12.02,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,14.022,5.742,0.166,0.042,0,3.2922,1.4282,-0.0766,-0.0445,-0.0226
Brad Tavares,MW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,10.156,4.889,0.022,0,0.022,-0.0069,0.8863,-0.2576,-0.1067,0.0065
Uriah Hall,MW,3,13.43,1,2,0,2,1,0,0,0,0,1,0,1,1,0,0,0,7.993,2.805,0,0,0,-2.1699,-1.1977,-0.2796,-0.1067,-0.0155
Alan Baudot,HW,3,9.85,0,3,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0,0.33,10.118,5.55,0,0,0.034,0.0381,1.4568,-0.1823,-0.0749,0.0112
Christos Giagos,LW,3,3.74,1,2,0,0,0,1,1,1,0,0,1,1,0,0.5,0.5,1,7.311,2.229,0.446,0.267,0,-3.1015,-1.8552,0.1418,0.1555,-0.0222
Rodolfo Vieira,MW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.933,5.733,1.333,0,0,-0.2299,1.7303,1.0534,-0.1067,-0.0155
Tafon Nchukwi,MW,4,10.5,1,3,1,1,0,2,0,0,1,0,0,0,0.33,0.67,0,0.67,11.743,6.55,0.119,0.095,0,1.5801,2.5473,-0.1606,-0.0117,-0.0155
Raulian Paiva,BW,3,11.57,1,2,1,1,0,1,0,0,1,0,0,0,0.5,0.5,0,0.5,9.683,3.602,0.346,0.086,0,-1.23,-0.672,0.0552,-0.0124,-0.0264
JP Buys,FLW,3,8.02,0,3,0,1,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.67,0,0.67,6.108,1.33,0.416,0.042,0,-3.5008,-2.2756,0.1317,-0.062,-0.0297
Brian Kelleher,FW,5,10.14,3,2,2,1,0,0,1,1,0.67,0,0.33,0.33,0.5,0,0.5,0.5,10,1.736,0.217,0.178,0.02,-1.0669,-2.5958,-0.0467,0.078,0.0009
Guram Kutateladze,LW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,12.667,5.2,0.467,0.067,0,2.2545,1.1158,0.1628,-0.0445,-0.0222
Tony Kelley,BW,2,6.53,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,20.51,7.806,0,0,0,9.597,3.532,-0.2908,-0.0984,-0.0264
Court McGee,WW,3,10.52,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,8.807,2.978,0.507,0.253,0.032,-1.9228,-1.3358,0.2644,0.1665,0.0094
Jeremiah Wells,WW,3,3.9,3,0,0,0,2,0,1,0,0,0.67,0.33,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.974,3.675,0.684,0.085,0.171,-1.7558,-0.6388,0.4414,-0.0015,0.1484
Ricardo Ramos,FW,3,10.4,2,1,1,1,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,11.122,4.006,0.417,0.256,0.032,0.0551,-0.3258,0.1533,0.156,0.0129
