Name,Height,Reach,Stance
Chad Reiner,"5' 11""",--,Orthodox
Jason Reinhardt,"5' 6""",--,Orthodox
Wilson Reis,"5' 4""","65.0""",Southpaw
Ben Reiter,"6' 3""",--,
Goran Reljic,"6' 3""","81.0""",Southpaw
Leigh Remedios,"5' 7""",--,Orthodox
Paulo Renato Junior,"6' 0""",--,Orthodox
Chance Rencountre,"6' 2""","75.0""",Southpaw
Marion Reneau,"5' 6""","68.0""",Orthodox
Solomon Renfro,"5' 9""","72.0""",Switch
John Renken,"6' 0""",--,Orthodox
Herman Renting,"6' 0""",--,Switch
Marco Polo Reyes,"5' 11""","71.0""",Orthodox
Dominick Reyes,"6' 4""","77.0""",Southpaw
Alex Reyes,"5' 11""","73.0""",Orthodox
Kyle Reyes,"5' 8""",--,
Victor Reyna,"5' 11""","74.0""",Southpaw
Gaston Reyno,"6' 0""",--,
Johnny Rhodes,"6' 0""",--,Orthodox
Mike Rhodes,"6' 1""","74.0""",Orthodox
Lucrezia Ria,"5' 6""",--,Orthodox
Amanda Ribas,"5' 3""","66.0""",Orthodox
Vitor Ribeiro,"5' 8""",--,Orthodox
Will Ribeiro,"5' 8""",--,Orthodox
Claudio Ribeiro,"6' 1""","77.0""",Orthodox
Esteban Ribovics,"5' 10""","69.0""",Orthodox
Mike Ricci,"6' 0""","76.0""",Southpaw
Alex Ricci,"5' 11""",--,Orthodox
Tabatha Ricci,"5' 1""","61.0""",Orthodox
Matt Ricehouse,--,--,
John Richard,--,--,
Rex Richards,"6' 5""",--,
Mike Richman,"5' 8""",--,
Dave Rickels,"5' 11""",--,
Brad Riddell,"5' 7""","71.0""",Orthodox
Matthew Riddle,"6' 1""","76.0""",Southpaw
Joe Riggs,"6' 0""","70.0""",Southpaw
Jeremiah Riggs,"6' 0""",--,
Aaron Riley,"5' 8""","69.0""",Southpaw
Jason Riley,"6' 6""",--,
Moise Rimbon,"5' 10""",--,Orthodox
Jordan Rinaldi,"5' 10""","72.0""",Orthodox
Nick Ring,"6' 0""","74.0""",Southpaw
Mike Rio,"5' 10""","70.0""",Orthodox
Albert Rios,"5' 8""",--,
Rafael Rios,--,--,
Maria Rios,"5' 5""",--,
Shannon Ritch,"5' 9""",--,Orthodox
Diego Rivas,"5' 8""","69.0""",Orthodox
Jorge Rivera,"6' 1""","73.0""",Orthodox
Dante Rivera,"6' 1""",--,Southpaw
Mario Rivera,"5' 10""",--,
Francisco Rivera,"5' 8""","70.0""",Orthodox
Jonathan Rivera,--,--,
Jimmie Rivera,"5' 4""","68.0""",Orthodox
Irwin Rivera,"5' 6""","67.0""",Southpaw
Jerome Rivera,"5' 10""","72.0""",Southpaw
Nicdali Rivera-Calanoc,"5' 3""",--,
Pedro Rizzo,"6' 1""",--,Orthodox
Theo Rlayang,"5' 7""","65.0""",Orthodox
Justin Robbins,"5' 5""",--,
Kali Robbins,"5' 3""","63.0""",Orthodox
Karl Roberson,"6' 1""","74.0""",Southpaw
Andre Roberts,"6' 2""",--,Orthodox
David Roberts,"6' 1""",--,Orthodox
Joey Roberts,"6' 2""",--,
Tyrone Roberts,"5' 9""",--,Orthodox
Ryan Roberts,"5' 6""",--,Orthodox
Taylor Roberts,"5' 11""",--,
Daniel Roberts,"5' 10""","74.0""",Southpaw
Buddy Roberts,"6' 2""",--,Orthodox
Danny Roberts,"6' 1""","74.0""",Southpaw
Roosevelt Roberts,"6' 2""","73.0""",Orthodox
Kenny Robertson,"5' 10""","74.0""",Orthodox
Gillian Robertson,"5' 5""","63.0""",Orthodox
Chad Robichaux,"5' 4""",--,
Mark Robinson,"6' 0""",--,Orthodox
Colin Robinson,"6' 4""",--,Orthodox
Alvin Robinson,"5' 9""","68.0""",Southpaw
Damonte Robinson,"6' 0""","77.0""",
Vagner Rocha,"5' 10""","73.0""",Orthodox
Carlos Eduardo Rocha,"5' 10""","73.0""",Orthodox
Keith Rockel,"6' 0""",--,Orthodox
Luke Rockhold,"6' 3""","77.0""",Southpaw
Kevin Roddy,"5' 11""",--,
Gregory Rodrigues,"6' 3""","75.0""",Orthodox
Kleydson Rodrigues,"5' 5""","67.0""",Orthodox
Paul Rodriguez,"5' 7""",--,Orthodox
Ricco Rodriguez,"6' 4""",--,Orthodox
Manuel Rodriguez,"5' 9""",--,Orthodox
Yair Rodriguez,"5' 11""","71.0""",Orthodox
Mike Rodriguez,"6' 4""","82.0""",Southpaw
Marina Rodriguez,"5' 6""","65.0""",Orthodox
Daniel Rodriguez,"6' 1""","74.0""",Southpaw
Ray Rodriguez,"5' 7""","70.0""",Orthodox
Luis Rodriguez,"5' 6""","65.0""",Orthodox
Drako Rodriguez,"5' 8""","69.0""",Orthodox
Victor Rodriguez,"5' 5""","67.0""",Switch
Piera Rodriguez,"5' 3""","63.0""",Orthodox
Christian Rodriguez,"5' 7""","71.0""",Orthodox
Pete Rodriguez,"5' 9""","71.0""",Switch
Nick Roehrick,"6' 2""",--,Orthodox
Marcos Rogerio de Lima,"6' 1""","75.0""",Orthodox
Brett Rogers,"6' 5""","81.0""",Orthodox
Brian Rogers,"5' 11""",--,
Pete Rogers Jr.,"6' 0""",--,
Max Rohskopf,"6' 1""","71.0""",Orthodox
Marcelo Rojo,"5' 8""","71.0""",Orthodox
Shane Roller,"5' 10""","72.0""",Orthodox
Jared Rollins,"5' 9""",--,Orthodox
Tim Roman,"6' 1""",--,
Alexander Romanov,"6' 2""","75.0""",Southpaw
Ricardo Romero,"6' 0""","76.0""",Orthodox
Yoel Romero,"6' 0""","73.0""",Southpaw
Anthony Romero,"5' 11""","70.0""",Orthodox
Kaleio Romero,"5' 10""","69.0""",Switch
Mara Romero Borella,"5' 6""","69.0""",Orthodox
Juancamilo Ronderos,"5' 3""","64.0""",Southpaw
Rong Zhu,"5' 9""","71.0""",Orthodox
Jesse Ronson,"5' 10""","70.0""",Southpaw
George Roop,"6' 1""","72.0""",Orthodox
Joao Roque,"5' 6""",--,Orthodox
Aaron Rosa,"6' 4""","77.0""",Orthodox
Charles Rosa,"5' 9""","69.0""",Switch
Karol Rosa,"5' 5""","67.0""",Orthodox
Jacob Rosales,"5' 11""","74.0""",Orthodox
Raul Rosas,"5' 9""","67.0""",Switch
Hilarie Rose,"5' 3""","63.0""",Orthodox
Jake Rosholt,"6' 1""",--,Orthodox
Jared Rosholt,"6' 2""","75.0""",Orthodox
Kevin Rosier,"6' 4""",--,Orthodox
Zach Rosol,--,--,
Shannon Ross,"5' 6""","66.0""",Switch
Nick Rossborough,"6' 5""",--,
Kristian Rothaermel,"6' 0""",--,Open Stance
Ben Rothwell,"6' 4""","78.0""",Orthodox
Rick Roufus,"6' 0""",--,Southpaw
Khalil Rountree,"6' 1""","76.0""",Southpaw
Ronda Rousey,"5' 7""","66.0""",Orthodox
Ray Routh,"5' 8""",--,Orthodox
Roberta Rovel,"5' 8""",--,
Phil Rowe,"6' 3""","80.0""",Orthodox
Kain Royer,--,--,
Brad Royster,--,--,
Brandon Royval,"5' 9""","68.0""",Southpaw
Jairzinho Rozenstruik,"6' 2""","78.0""",Orthodox
Mauricio Rua,"6' 1""","76.0""",Orthodox
Murilo Rua,"5' 11""",--,Orthodox
Marco Ruas,"6' 1""",--,Orthodox
Rodrigo Ruas,"5' 10""",--,Orthodox
Rodolfo Rubio Perez,"5' 5""",--,Orthodox
Gabe Ruediger,"5' 10""",--,Orthodox
Eddie Ruiz,"5' 7""",--,Orthodox
Anthony Ruiz,"6' 2""",--,Orthodox
Paul Ruiz,"5' 6""",--,
Mike Russow,"6' 1""","73.0""",Orthodox
Bas Rutten,"6' 1""",--,Orthodox
Casey Ryan,--,--,
Yusup Saadulaev,"5' 6""",--,
Cameron Saaiman,"5' 8""","67.0""",Southpaw
Pete Sabala,--,--,
Danny Sabatello,"5' 10""","71.0""",Orthodox
Pat Sabatini,"5' 8""","70.0""",Orthodox
Amir Sadollah,"5' 10""","75.0""",Orthodox
Nazim Sadykhov,"5' 10""","69.0""",Southpaw
Frankie Saenz,"5' 6""","66.0""",Orthodox
Saparbeg Safarov,"6' 1""","78.0""",Orthodox
Tarec Saffiedine,"5' 10""","70.0""",Switch
Jason Saggo,"5' 11""","71.0""",Orthodox
Benoit Saint Denis,"5' 11""","73.0""",Southpaw
Ovince Saint Preux,"6' 3""","80.0""",Southpaw
Lukasz Sajewski,"5' 8""","71.0""",Orthodox
Yukio Sakaguchi,"5' 9""",--,Orthodox
Augusto Sakai,"6' 3""","77.0""",Orthodox
Alessio Sakara,"6' 0""","72.0""",Orthodox
Wataru Sakata,"5' 9""",--,Southpaw
Gokhan Saki,"6' 0""","73.0""",Orthodox
Kazushi Sakuraba,"6' 0""",--,Southpaw
Hayato Sakurai,"5' 7""",--,Orthodox
Ryuta Sakurai,"5' 7""",--,Orthodox
Justin Salas,"5' 8""","70.0""",Southpaw
Ivan Salaverry,"6' 0""",--,Orthodox
Roman Salazar,"5' 7""",--,Orthodox
Luis Saldana,"5' 11""","73.0""",Orthodox
John Salgado,"5' 10""",--,
Muslim Salikhov,"5' 11""","70.0""",Orthodox
Gabriel Salinas-Jones,"6' 1""",--,
Brandon Saling,"5' 10""",--,
Sean Salmon,"5' 10""",--,Southpaw
Boston Salmon,"5' 9""","69.0""",Southpaw
John Salter,"6' 1""","74.0""",Southpaw
Vinicius Salvador,"5' 7""","70.0""",Southpaw
Josh Samman,"6' 3""","79.0""",Orthodox
Johnny Sampaio,"5' 8""",--,Orthodox
Josh Sampo,"5' 4""","64.0""",Orthodox
Josh San Diego,"5' 10""",--,
Diego Sanchez,"5' 10""","72.0""",Southpaw
Eddie Sanchez,"6' 2""","74.0""",Orthodox
Julian Sanchez,"6' 3""",--,Orthodox
Bobby Sanchez,"5' 7""",--,Orthodox
Donald Sanchez,"5' 10""",--,
Joby Sanchez,"5' 6""","68.0""",Orthodox
Emmanuel Sanchez,"5' 9""","71.0""",
Erick Sanchez,"5' 10""",--,
Andrew Sanchez,"6' 1""","74.0""",Orthodox
Robert Sanchez,"5' 6""","66.0""",Orthodox
Jesse Sanders,"6' 0""",--,Orthodox
Luke Sanders,"5' 6""","67.0""",Southpaw
Jerrod Sanders,"5' 8""","72.0""",Orthodox
Cory Sandhagen,"5' 11""","70.0""",Switch
Hugo Sandoval,--,--,
Raul Sandoval,--,--,
Joseph Sandoval,"5' 7""",--,Southpaw
Hector Sandoval,"5' 2""","64.0""",Orthodox
Chris Sanford,"5' 11""",--,Orthodox
Roldan Sangcha'an,"5' 4""",--,Orthodox
Yuhi Sano,"5' 11""",--,Orthodox
Martin Sano,"5' 11""","75.0""",Orthodox
Jonathan Santa Maria,"5' 9""",--,
Duda Santana,"5' 7""","73.0""",Orthodox
Shaheen Santana,"6' 1""","75.0""",Orthodox
Sean Santella,"5' 5""",--,
Jorge Santiago,"6' 1""","75.0""",Orthodox
Mike Santiago,"5' 10""","69.0""",Orthodox
Will Santiago,"5' 7""",--,Orthodox
Richie Santiago,"5' 7""","67.0""",Southpaw
Jose Santibanez,--,--,
Art Santore,"6' 2""",--,
Adriano Santos,--,--,
Paulo Santos,--,--,
Evangelista Santos,"5' 10""","76.0""",Orthodox
Luis Santos,"6' 1""",--,Southpaw
Iliarde Santos,"5' 5""","67.0""",Orthodox
Leonardo Santos,"6' 0""","75.0""",Orthodox
Thiago Santos,"6' 2""","76.0""",Orthodox
Bruno Santos,"5' 9""",--,Orthodox
Andre Santos,"6' 0""",--,
Gleristone Santos,"5' 9""",--,
Yana Santos,"5' 6""","68.0""",Orthodox
Taila Santos,"5' 6""","68.0""",Orthodox
Marilia Santos,"5' 4""",--,Orthodox
Edivan Santos,"6' 4""","78.0""",Orthodox
Daniel Santos,"5' 7""","67.0""",Orthodox
Gabriel Santos,"5' 9""","70.0""",Orthodox
Nick Sanzo,"5' 9""",--,
Bob Sapp,"6' 5""",--,Orthodox
Daniel Sarafian,"5' 9""","73.0""",Orthodox
Jeka Saragih,"5' 8""","69.0""",Orthodox
Diego Saraiva,"5' 6""",--,Orthodox
Harris Sarmiento,"5' 9""",--,Orthodox
Alexander Sarnavskiy,"5' 11""",--,
Yuki Sasaki,"6' 2""",--,Orthodox
Kyosuke Sasaki,"5' 7""",--,Southpaw
Yuta Sasaki,"5' 10""","71.0""",Southpaw
Paul Sass,"6' 0""","73.0""",Orthodox
Keisuke Sasu,"5' 5""","69.0""",Switch
Masaaki Satake,"6' 1""",--,Orthodox
Takenori Sato,"5' 10""",--,Southpaw
Takashi Sato,"5' 10""","73.0""",Southpaw
Jeimeson Saudino,"5' 6""",--,
Tom Sauer,"6' 1""",--,
Townsend Saunders,"5' 5""",--,Orthodox
Ben Saunders,"6' 2""","77.0""",Orthodox
Chad W. Saunders,"5' 10""",--,Orthodox
Chris Saunders,"5' 8""",--,
Lumumba Sayers,"6' 0""",--,
Matt Sayles,"5' 7""","68.0""",Orthodox
Brandon Sayles,"6' 5""",--,
Mark Scanlon,"5' 9""",--,Orthodox
Eric Schafer,"6' 3""","76.0""",Orthodox
Kerry Schall,"6' 2""",--,Orthodox
Eric Schambari,"5' 11""",--,Orthodox
Brendan Schaub,"6' 4""","78.0""",Orthodox
Matheus Scheffel,"6' 2""","75.0""",Orthodox
Antonio Schembri,"5' 9""",--,Orthodox
Fabiano Scherner,"6' 3""",--,Orthodox
Samy Schiavo,"5' 8""",--,Orthodox
Pat Schilling,"5' 8""",--,Orthodox
Joe Schilling,"6' 3""",--,
Semmy Schilt,"6' 10""",--,Orthodox
Adam Schindler,"5' 8""",--,
Daniel Schmitt,--,--,
Colleen Schneider,--,--,
Matt Schnell,"5' 8""","70.0""",Orthodox
Alex Schoenauer,"6' 3""",--,Orthodox
Darrill Schoonover,"6' 2""",--,Orthodox
Bob Schrijber,"6' 0""",--,Orthodox
Nate Schroeder,"6' 1""",--,
Lacey Schuckman,"5' 3""",--,
Mark Schultz,"5' 9""",--,Orthodox
Brian Schwartz,"6' 3""",--,Orthodox
Eric Schwartz,--,--,
Justin Scoggins,"5' 7""","66.0""",Southpaw
Brad Scott,"6' 1""","76.0""",Orthodox
Greg Scott,"5' 9""",--,
Mike Seal,"6' 4""",--,Orthodox
Matt Secor,"6' 0""",--,
Kenneth Seegrist,"6' 0""",--,Orthodox
Neil Seery,"5' 4""","64.0""",Orthodox
Rony Sefo,"5' 9""",--,Orthodox
Ray Sefo,"6' 0""",--,Orthodox
Brendan Seguin,"6' 0""",--,
Tetsuya Seki,"5' 10""",--,
Stefan Sekulic,"6' 0""","75.0""",Southpaw
Pete Sell,"5' 11""","75.0""",Orthodox
Matthew Semelsberger,"6' 1""","75.0""",Switch
Andrei Semenov,"6' 0""",--,Orthodox
Mackens Semerzier,"5' 9""","72.0""",Orthodox
Brandon Sene,"5' 11""",--,
YeDam Seo,"5' 2""","63.0""",Orthodox
Kim In Seok,"5' 6""",--,Orthodox
Ray Seraille,"6' 3""",--,
Ivan Serati,"6' 0""",--,Orthodox
Alex Serdyukov,"6' 2""","74.0""",Orthodox
Nicholas Sergiacomi,--,--,
Matt Serra,"5' 6""","68.0""",Orthodox
Nick Serra,"5' 9""",--,Orthodox
Adrian Serrano,"5' 8""",--,
Fredy Serrano,"5' 3""","65.0""",Orthodox
Carl Seumanutafa,"6' 1""",--,Orthodox
Dan Severn,"6' 2""",--,Southpaw
Rosi Sexton,"5' 3""",--,Orthodox
Scott Shaffer,"5' 7""",--,Orthodox
Edmen Shahbazyan,"6' 2""","74.0""",Orthodox
Leon Shahbazyan,"6' 4""","74.0""",Orthodox
Don Shainis,"5' 6""","67.0""",Orthodox
Liliya Shakirova,"5' 4""","65.0""",Orthodox
Kamal Shalorus,"5' 8""","68.0""",Orthodox
Ken Shamrock,"6' 1""","72.0""",Orthodox
Frank Shamrock,"5' 10""",--,Orthodox
Shang Zhifa,"5' 7""","63.0""",Orthodox
Jason Sharp,--,--,
Eric Shelton,"5' 6""","68.0""",Orthodox
Sean Sherk,"5' 6""","67.0""",Orthodox
Chase Sherman,"6' 4""","78.0""",Orthodox
Valentina Shevchenko,"5' 5""","66.0""",Southpaw
Antonina Shevchenko,"5' 8""","67.0""",Southpaw
Katsuyori Shibata,"6' 0""",--,Orthodox
Jake Shields,"6' 0""","72.0""",Orthodox
Henrique Shiguemoto,"5' 11""","72.0""",Orthodox
Shunichi Shimizu,"5' 5""",--,Orthodox
Wade Shipp,"6' 3""",--,Orthodox
Raja Shippen,"5' 6""",--,
Yuya Shirai,"5' 8""",--,Orthodox
Wes Shivers,"6' 8""",--,
Alexander Shlemenko,"5' 11""",--,
Josh Shockley,"6' 1""",--,Orthodox
Josh Shockman,"6' 4""",--,Southpaw
Akira Shoji,"5' 8""",--,Orthodox
Liudvik Sholinian,"5' 10""","71.0""",Orthodox
Jack Shore,"5' 8""","71.0""",Orthodox
Landon Showalter,"6' 0""",--,
Ivan Shtyrkov,"6' 0""","74.0""",Orthodox
Brandon Shuey,"5' 7""",--,Orthodox
Ronal Siahaan,--,--,
Sam Sicilia,"5' 8""","67.0""",Orthodox
Kiril Sidelnikov,"5' 11""",--,
Steven Siler,"5' 11""","70.0""",Orthodox
Siala Siliga,"6' 1""",--,Orthodox
Xavier Siller,"5' 5""",--,
Assuerio Silva,"5' 10""",--,Orthodox
Anderson Silva,"6' 2""","77.0""",Southpaw
Wanderlei Silva,"5' 11""","74.0""",Orthodox
Thiago Silva,"6' 2""","74.0""",Orthodox
Paulo Cesar Silva,"7' 5""",--,Orthodox
Jean Silva,"5' 6""",--,Orthodox
Edson Silva,--,--,Orthodox
Sidney Silva,"6' 3""",--,Southpaw
Jay Silva,"6' 2""",--,Southpaw
Antonio Silva,"6' 4""","82.0""",Orthodox
Fabio Silva,"5' 11""",--,Orthodox
Erick Silva,"6' 0""","74.0""",Orthodox
Leandro Silva,"5' 9""","72.0""",Orthodox
Claudio Silva,"5' 11""","71.0""",Southpaw
Wagner Silva,"6' 0""",--,Orthodox
Rafael Silva,"5' 7""",--,
Joaquim Silva,"5' 8""","69.0""",Southpaw
Felipe Silva,"6' 0""","77.0""",Orthodox
Dayana Silva,"5' 7""",--,Orthodox
Bruno Silva,"5' 4""","65.0""",Orthodox
Bruno Silva,"6' 0""","74.0""",Orthodox
Gabriel Silva,"5' 6""","71.0""",Orthodox
Jacob Silva,"5' 5""","67.0""",Orthodox
Natalia Silva,"5' 4""","65.0""",Southpaw
Jansey Silva,"6' 2""","67.0""",Orthodox
Maria Silva,"5' 3""","64.0""",Orthodox
Karine Silva,"5' 5""","67.0""",Orthodox
Erik Silva,"5' 9""","71.0""",Orthodox
Douglas Silva de Andrade,"5' 7""","68.0""",Orthodox
Leonardo Silva de Oliveira,"6' 2""",--,Orthodox
Marcus Silveira,"6' 3""",--,Orthodox
Elias Silverio,"5' 11""","73.0""",Orthodox
Jamey Simmons,"5' 6""","70.0""",Orthodox
Ricky Simon,"5' 6""","69.0""",Orthodox
Aaron Simpson,"6' 0""","73.0""",Orthodox
Wes Sims,"6' 10""",--,Orthodox
Marlon Sims,--,--,
Tony Sims,"5' 11""","70.0""",Southpaw
Everett Sims,"6' 5""","77.0""",Southpaw
Lodune Sincaid,"5' 9""",--,Orthodox
Rob Sinclair,"5' 8""",--,
Rory Singer,"6' 2""","77.0""",Orthodox
Rana Rudra Pratap Singh,--,--,
Elvis Sinosic,"6' 3""","77.0""",Orthodox
Mitchell Sipe,"6' 2""",--,Orthodox
Gian Siqueira,"6' 1""","74.0""",Orthodox
Jeremia Siregar,"5' 2""","63.0""",Orthodox
AJ Siscoe,"5' 7""",--,
Yokthai Sithoar,"5' 7""",--,
Jeri Sitzes,"5' 5""",--,
Dennis Siver,"5' 6""","70.0""",Orthodox
Chas Skelly,"5' 11""","72.0""",Orthodox
Matt Skelton,"6' 3""",--,Orthodox
Zach Skinner,"5' 6""",--,Orthodox
Brian Sleeman,"5' 8""",--,
Joe Slick,"6' 0""",--,Orthodox
Ray Sloan,"6' 1""",--,
Kestutis Smirnovas,"5' 10""",--,Orthodox
Maurice Smith,"6' 2""",--,Orthodox
Patrick Smith,"6' 2""",--,Orthodox
Scott Smith,"6' 0""","70.0""",Orthodox
Eric Smith,--,--,Southpaw
Josh Smith,"6' 0""",--,Orthodox
David Smith,--,--,
Adam Smith,--,--,
Dillon Smith,"6' 0""",--,
Trevor Smith,"6' 3""","75.0""",Orthodox
Anthony Smith,"6' 4""","76.0""",Orthodox
Colton Smith,"6' 0""","71.0""",Orthodox
Gilbert Smith,"5' 9""",--,Southpaw
Leslie Smith,"5' 9""","66.0""",Orthodox
Devonte Smith,"5' 9""","76.0""",Orthodox
Cole Smith,"5' 11""","67.0""",Orthodox
Nate Smith,"5' 6""","69.0""",Switch
Walter Smith-Cotito,"5' 8""",--,
Justin Smitley,--,--,
Dmitrii Smoliakov,"6' 2""","74.0""",Switch
Louis Smolka,"5' 9""","68.0""",Orthodox
Shimon Smotritsky,"6' 2""","74.0""",Orthodox
Richie Smullen,"5' 9""","68.0""",Orthodox
Devin Smyth,"5' 10""","72.0""",Switch
Denis Sobolev,"6' 3""",--,Orthodox
Peter Sobotta,"6' 0""","75.0""",Southpaw
Renato Sobral,"6' 1""","75.0""",Orthodox
Rameau Thierry Sokoudjou,"5' 10""","78.0""",Orthodox
Joe Solecki,"5' 9""","70.0""",Orthodox
Chris Solomon,"5' 11""",--,
Joe Son,"5' 4""",--,Orthodox
Paul Song,--,--,
Song Kenan,"6' 0""","71.0""",Orthodox
Song Yadong,"5' 8""","67.0""",Orthodox
Chael Sonnen,"6' 1""","73.0""",Southpaw
Cody Sons,"5' 9""",--,
Jin Soo Son,"5' 6""","69.0""",Orthodox
Emiliano Sordi,"6' 2""",--,Orthodox
Sean Soriano,"5' 9""","70.0""",Orthodox
Punahele Soriano,"5' 11""","72.0""",Southpaw
Dmitry Sosnovskiy,"6' 3""","77.0""",Orthodox
Ben Sosoli,"6' 0""","72.0""",Southpaw
Krzysztof Soszynski,"6' 1""","77.0""",Open Stance
George Sotiropoulos,"5' 10""","71.0""",Orthodox
Greg Soto,"5' 11""","73.0""",Orthodox
Alex Soto,"5' 8""",--,Southpaw
Joe Soto,"5' 6""","65.0""",Orthodox
Mario Soto,"6' 0""",--,
Andre Soukhamthath,"5' 9""","70.0""",Orthodox
Mario Sousa,"6' 3""","79.0""",Orthodox
Bobby Southworth,"6' 2""",--,Orthodox
Jacare Souza,"6' 1""","72.0""",Orthodox
Edimilson Souza,"6' 0""","74.0""",Orthodox
Livinha Souza,"5' 3""","63.0""",Orthodox
Bruno Souza,"5' 10""","70.0""",Orthodox
Charon Spain,"5' 9""",--,
Chris Spang,"6' 2""",--,Orthodox
Andreas Spang,"6' 1""",--,
Ryan Spann,"6' 5""","79.0""",Orthodox
Ron Sparks,"6' 5""",--,
Tommy Speer,"5' 10""","71.0""",Orthodox
Patrick Speight,"6' 1""",--,Orthodox
Sean Spencer,"5' 10""","74.0""",Orthodox
Felicia Spencer,"5' 6""","68.0""",Orthodox
Sam Spengler,"5' 11""",--,Orthodox
Nick Sperling,--,--,
Mario Sperry,"6' 2""",--,Orthodox
Eric Spicely,"6' 1""","73.0""",Orthodox
Waachiim Spiritwolf,"5' 8""",--,
Daniel Spitz,"6' 7""","82.0""",Orthodox
Serghei Spivac,"6' 3""","78.0""",Orthodox
Daniel Spohn,"6' 4""","79.0""",Southpaw
Pete Spratt,"5' 9""",--,Orthodox
Austin Springer,"5' 8""","71.0""",Orthodox
Georges St-Pierre,"5' 11""","76.0""",Orthodox
Bobby Stack,"5' 9""",--,Orthodox
Andreas Stahl,"5' 11""",--,Orthodox
Ron Stallings,"6' 2""","75.0""",Southpaw
Cody Stamann,"5' 6""","64.0""",Orthodox
Cristina Stanciu,"5' 3""",--,Orthodox
Brian Stann,"6' 1""","74.0""",Orthodox
Josh Stansbury,"6' 2""","74.0""",Orthodox
Dion Staring,"6' 1""",--,Orthodox
Lucas Stark,--,--,
Clifford Starks,"6' 0""","78.0""",Orthodox
Kalib Starnes,"6' 3""","74.0""",Orthodox
Laureano Staropoli,"6' 1""","71.0""",Orthodox
Damian Stasiak,"5' 5""","70.0""",Orthodox
Adam Steele,--,--,
Dominique Steele,"5' 10""","74.0""",Orthodox
Ricky Steele,"5' 9""","74.0""",Orthodox
Eric Steenberg,--,--,
Steve Steinbeiss,"6' 3""","75.0""",Orthodox
Ray Steinbeiss,"5' 11""",--,Orthodox
Dmitri Stepanov,"6' 3""",--,Orthodox
Jeremy Stephens,"5' 9""","71.0""",Orthodox
Aljamain Sterling,"5' 7""","71.0""",Orthodox
Marc Stevens,"5' 9""",--,
Joe Stevenson,"5' 7""","70.0""",Orthodox
Maia Stevenson,"5' 4""","62.0""",Orthodox
Luke Stewart,"5' 11""",--,Orthodox
Darren Stewart,"6' 0""","74.0""",Orthodox
Kyle Stewart,"6' 0""","76.0""",Orthodox
Alex Stiebling,"6' 2""",--,Southpaw
Tyler Stinson,"6' 3""",--,
Dan Stittgen,"6' 1""",--,Orthodox
Lazar Stojadinovic,"5' 7""","68.0""",Southpaw
Denis Stojnic,"6' 0""",--,Orthodox
Julija Stoliarenko,"5' 7""","66.0""",
Dustin Stoltzfus,"6' 0""","75.0""",Orthodox
Niklas Stolze,"6' 1""","74.0""",Switch
Ken Stone,"5' 8""","71.0""",Southpaw
Ryan Stonitsch,"5' 9""",--,Southpaw
George Stork,"5' 10""",--,
Rick Story,"5' 9""","71.0""",Southpaw
Darko Stosic,"6' 0""","76.0""",Orthodox
Greg Stott,"5' 7""",--,Southpaw
Curtis Stout,"6' 1""",--,Southpaw
Sam Stout,"5' 9""","70.0""",Orthodox
Tim Stout,"5' 11""",--,
Jesse Strader,"5' 7""","70.0""",Orthodox
Gennaro Strangis,--,--,
Dave Strasser,"5' 10""",--,Orthodox
Daniel Straus,"5' 7""","71.0""",
Gerald Strebendt,"5' 9""",--,Orthodox
Sean Strickland,"6' 1""","76.0""",Orthodox
Mark Striegl,"5' 8""","70.0""",Southpaw
Hans Stringer,"6' 3""",--,Orthodox
Stefan Struve,"6' 11""","84.0""",Orthodox
Josh Stuart,"5' 9""",--,
Mike Stumpf,"5' 10""",--,
Kyle Sturgeon,"6' 3""",--,Switch
Tatiana Suarez,"5' 5""","66.0""",Southpaw
Masanori Suda,"5' 9""",--,Orthodox
Genki Sudo,"5' 9""",--,Orthodox
Lucasz Sudolski,"6' 4""","75.0""",Orthodox
Daisuke Sugie,"5' 6""",--,Orthodox
Takashi Sugiura,"5' 11""",--,Southpaw
Naho Sugiyuma,"5' 1""",--,
George Sullivan,"6' 0""","73.0""",Orthodox
Amar Suloev,"5' 9""",--,Orthodox
Magomed Sultanakhmedov,"6' 2""",--,Southpaw
Justin Sumter,"6' 2""","80.0""",Southpaw
Sumudaerji,"5' 8""","72.0""",Southpaw
Rama Supandhi,"5' 5""","66.0""",Southpaw
Aji Susilo,"5' 10""",--,
Jason Suttie,"6' 0""",--,Orthodox
Joel Sutton,"5' 11""",--,Orthodox
Chad Sutton,"6' 1""",--,
Danilo Suzart,"6' 0""",--,Orthodox
Martin Svensson,"6' 1""",--,
Daniel Swain,"5' 9""","70.0""",Orthodox
Cub Swanson,"5' 8""","70.0""",Orthodox
Mike Swick,"6' 1""","77.0""",Orthodox
Floyd Sword,"6' 0""",--,Orthodox
Oumar Sy,--,--,
Bentley Syler,"5' 4""",--,Orthodox
Kevin Syler,"5' 9""","71.0""",Switch
Leo Sylvest,"5' 11""",--,Orthodox
Tony Sylvester,"6' 1""",--,Southpaw
Tim Sylvia,"6' 8""","80.0""",Orthodox
Kevin Szaflarski,--,--,
Osamu Tachihikari,"6' 5""",--,Orthodox
Amber Tackett,--,--,
Eugenio Tadeu,"5' 8""",--,Orthodox
Justin Tafa,"6' 0""","74.0""",Southpaw
Junior Tafa,--,--,
