Name,Weight Class,Height,Reach,Stance,Total Fights,Wins,Losses,Strikes Thrown Per Minute,Sig Strikes Per Minute,Sig Strikes Absorbed per Minute,KD/Min,Knockdowns Suffered per Minute,Cntrl Proportion,Time Controlled,TDL/Min,Takedowns Suffered per Minute,TDA/Min,Takedowns Faced per Minute,TD Accuracy,Opp TD Accuracy,Head Strikes Per Minute,Body Strikes Per Minute,Leg Strikes Per Minute,Headstrikes Suffered per Minute,Bodystrikes Suffered per Minute,Legstrikes Suffered per Minute,,,,,,Decision Losses,Decision Wins,KO/TKO Wins,KO/TKO Losses,Submission Losses,Submission Wins
Louis Smolka,BW,"5' 9""","68.0""",Orthodox,2,0,2,13.774,7.315,8.405,0.000,0.156,0.045,35,0.000,0.000,0.233,0.078,0,0,3.969,2.257,1.089,4.047,2.879,1.479,,,,,,,0,0,2,0,0
Frank Camacho,LW,"5' 10""","73.0""",Orthodox,1,0,1,11.594,4.638,9.855,0.000,0.290,0.068,16,0.000,0.000,1.449,0.290,0,0,2.899,0.580,1.159,7.826,1.739,0.290,,,,,,,0,0,1,0,0
Manuel Torres,LW,"5' 10""","73.0""",,1,1,0,18.551,9.855,4.638,0.290,0.000,0.077,14,0.000,0.000,0.290,1.449,0,0,7.826,1.739,0.290,2.899,0.580,1.159,,,,,,,0,1,0,0,0
Alan Patrick,LW,"5' 11""","74.0""",Southpaw,2,0,2,6.090,2.051,4.872,0.000,0.064,0.015,342,0.000,0.192,0.577,0.256,0,0.75,0.769,0.897,0.385,3.205,1.410,0.256,,,,,,,0,0,1,0,0
Mauricio Hua,LHW,,,,1,0,1,6.600,3.600,4.133,0.000,0.000,0.000,15,0.000,0.000,0.000,0.067,No TD Att,0,1.200,0.733,1.667,1.200,2.400,0.533,,,,,,1,0,0,0,0,0
Khaos Williams,WW,"6' 0""","77.0""",Orthodox,3,2,1,21.815,6.928,6.058,0.064,0.000,0.220,13,0.000,0.000,0.032,0.193,0,0,2.997,1.289,2.642,3.963,0.806,1.289,,,,,,1,1,1,0,0,0
Tristan Connelly,FW,"5' 10""","68.0""",Orthodox,2,0,2,9.433,2.833,3.367,0.000,0.033,0.077,598,0.033,0.200,0.033,0.500,1,0.4,1.933,0.500,0.400,2.800,0.533,0.033,,,,,,2,0,0,0,0,0
Mike Breeden,LW,"5' 10""","70.0""",Orthodox,2,0,2,14.449,6.735,6.857,0.000,0.061,0.118,219,0.184,0.551,0.245,1.102,0.75,0.5,4.163,2.388,0.184,5.082,1.408,0.367,,,,,,1,0,0,1,0,0
Sergey Khandozhko,WW,"6' 1""","74.0""",Orthodox,1,1,0,13.514,5.297,4.541,0.216,0.108,0.086,20,0.108,0.108,0.108,0.108,1,1,3.784,1.405,0.108,3.784,0.541,0.216,,,,,,,0,1,0,0,0
Ike Villanueva,LHW,"6' 1""","73.0""",Orthodox,4,1,3,10.000,3.876,6.517,0.056,0.112,0.005,20,0.056,0.000,0.112,0.056,0.5,0,3.034,0.730,0.112,2.528,1.685,2.303,,,,,,,0,1,3,0,0
Cameron Else,BW,"5' 9""","71.0""",Switch,1,0,1,4.643,2.143,13.214,0.000,0.357,0.077,94,0.000,0.357,0.000,0.357,No TD Att,1,1.786,0.000,0.357,10.000,2.500,0.714,,,,,,,0,0,1,0,0
Dean Barry,WW,"5' 10""","72.0""",Orthodox,1,0,1,24.052,9.310,4.655,0.259,0.000,0.065,9,0.259,0.000,0.259,0.259,1,0,6.466,2.586,0.259,3.362,0.259,1.034,,,,,,,0,0,0,0,0
Miguel Baeza,WW,"6' 2""","74.0""",Orthodox,3,0,3,17.599,7.687,9.766,0.000,0.097,0.000,51,0.000,0.000,0.097,0.145,0,0,3.094,1.402,3.191,6.769,1.112,1.886,,,,,,1,0,0,2,0,0
TJ Laramie,FW,"5' 6""","66.0""",Orthodox,1,0,1,2.600,1.000,2.400,0.000,0.000,0.274,479,0.067,0.400,0.267,0.667,0.25,0.6,0.600,0.133,0.267,1.933,0.333,0.133,,,,,,1,0,0,0,0,0
Brandon Jenkins,LW,"6' 0""","71.0""",Switch,2,0,2,9.238,2.930,8.046,0.000,0.149,0.012,682,0.000,0.397,0.000,0.546,No TD Att,0.727272727,1.043,0.497,1.391,6.258,1.192,0.596,,,,,,,0,0,2,0,0
Kevin Croom,FW,"5' 11""","73.0""",Orthodox,3,0,3,9.258,2.534,3.086,0.000,0.065,0.270,611,0.032,0.227,0.552,0.292,0.058823529,0.777777778,1.494,0.422,0.617,2.177,0.747,0.162,,,,,,2,0,0,1,0,0
Chan Sung Jung,FW,"5' 7""","72.0""",Orthodox,2,1,1,9.227,3.436,5.350,0.000,0.025,0.249,285,0.074,0.098,0.123,0.294,0.6,0.333333333,2.675,0.344,0.417,3.632,0.810,0.908,,,,,,,1,0,1,0,0
Vinc Pichel,LW,"5' 10""","72.0""",Orthodox,2,1,1,11.033,4.633,3.167,0.000,0.000,0.109,444,0.033,0.233,0.200,0.333,0.166666667,0.7,2.000,1.233,1.400,1.867,0.600,0.700,,,,,,1,1,0,0,0,0
Mickey Gall,WW,"6' 2""","74.0""",Switch,3,1,2,9.245,4.114,6.055,0.000,0.092,0.064,92,0.092,0.046,0.185,0.046,0.5,1,2.635,1.341,0.139,4.530,1.109,0.416,,,,,,1,0,0,1,0,1
Aleksei Oleinik,HW,"6' 2""","80.0""",Orthodox,3,1,2,9.481,3.501,5.835,0.000,0.000,0.226,364,0.049,0.000,0.146,0.000,0.333333333,No TD Att,1.896,0.778,0.827,5.446,0.340,0.049,,,,,,1,0,0,1,0,1
Matt Brown,WW,"6' 0""","75.0""",Orthodox,2,1,1,8.553,4.689,5.818,0.043,0.000,0.218,109,0.217,0.000,0.304,0.174,0.714285714,0,2.084,2.127,0.478,3.907,0.695,1.216,,,,,,1,0,1,0,0,0
Askar Askarov,FLW,"5' 6""","67.0""",Orthodox,2,1,1,6.100,2.833,3.233,0.000,0.000,0.341,0,0.233,0.000,0.667,0.033,0.35,0,2.133,0.500,0.200,1.300,1.033,0.900,,,,,,1,1,0,0,0,0
Aliaskhab Khizriev,MW,"5' 9""","74.0""",Southpaw,1,1,0,11.340,6.029,4.450,0.000,0.000,0.397,2,0.287,0.000,0.431,0.144,0.666666667,0,4.450,1.148,0.431,4.019,0.431,0.000,,,,,,,0,0,0,0,1
Bruno Souza,FW,"5' 10""","70.0""",Orthodox,2,0,2,9.467,3.733,5.300,0.000,0.000,0.032,106,0.033,0.067,0.200,0.167,0.166666667,0.4,2.133,1.000,0.600,2.233,1.300,1.767,,,,,,2,0,0,0,0,0
Kazula Vargas,LW,"5' 8""","71.0""",Southpaw,2,1,1,11.320,5.474,2.391,0.000,0.000,0.206,217,0.000,0.213,0.053,0.319,0,0.666666667,2.923,1.647,0.903,2.179,0.106,0.106,,,,,,,1,0,0,1,0
Mike Grundy,FW,"5' 7""","72.0""",Orthodox,2,0,2,4.263,2.006,5.016,0.000,0.000,0.196,38,0.251,0.063,1.317,0.063,0.19047619,1,1.191,0.815,0.000,2.508,1.693,0.815,,,,,,1,0,0,0,1,0
Timur Valiev,FW,"5' 6""","67.0""",Orthodox,3,2,1,10.978,4.533,3.267,0.000,0.089,0.313,380,0.133,0.067,0.333,0.156,0.4,0.428571429,2.178,1.067,1.289,2.289,0.511,0.467,,,,,,1,2,0,0,0,0
Marlon Moraes,BW,"5' 6""","67.0""",Orthodox,2,0,2,6.425,3.300,7.207,0.087,0.087,0.043,360,0.000,0.347,0.000,0.347,No TD Att,1,2.779,0.000,0.521,6.339,0.781,0.087,,,,,,,0,0,2,0,0
Alex Caceres,FW,"5' 10""","73.0""",Southpaw,1,0,1,9.533,4.400,4.267,0.000,0.000,0.023,162,0.067,0.067,0.200,0.200,0.333333333,0.333333333,2.867,0.933,0.600,1.200,0.800,2.267,,,,,,1,0,0,0,0,0
Kamuela Kirk,FW,"5' 10""","75.0""",Switch,2,1,1,9.555,2.024,2.105,0.000,0.000,0.063,747,0.000,0.283,0.000,0.486,No TD Att,0.583333333,0.891,0.567,0.567,1.457,0.526,0.121,,,,,,,1,0,0,1,0
Kris Moutinho,BW,"5' 7""","68.0""",Southpaw,2,0,2,14.880,4.860,15.480,0.000,0.060,0.009,5,0.000,0.000,0.000,0.000,No TD Att,No TD Att,2.820,0.480,1.560,11.700,3.000,0.780,,,,,,,0,0,2,0,0
Colby Covington,WW,"5' 11""","72.0""",Orthodox,2,1,1,12.720,4.020,3.800,0.000,0.040,0.363,97,0.120,0.020,0.520,0.020,0.230769231,1,3.260,0.640,0.120,2.360,1.020,0.420,,,,,,1,1,0,0,0,0
Alex Oliveira,WW,"5' 11""","76.0""",Orthodox,3,0,3,8.054,3.963,5.540,0.000,0.085,0.153,388,0.128,0.043,0.213,0.128,0.6,0.333333333,1.619,1.065,1.278,3.026,0.469,2.045,,,,,,1,0,0,1,1,0
Greg Hardy,HW,"6' 5""","80.0""",Orthodox,2,0,2,7.980,3.842,7.389,0.000,0.296,0.000,87,0.000,0.887,0.000,1.182,No TD Att,0.75,2.365,0.296,1.182,5.616,0.000,1.773,,,,,,,0,0,2,0,0
Tim Elliott,FLW,"5' 7""","66.0""",Southpaw,3,2,1,13.378,3.867,3.711,0.022,0.000,0.370,423,0.178,0.067,0.578,0.244,0.307692308,0.272727273,1.844,0.800,1.222,2.333,1.111,0.267,,,,,,1,2,0,0,0,0
Devonte Smith,LW,"5' 9""","76.0""",Orthodox,3,1,2,8.576,3.684,4.002,0.000,0.032,0.107,458,0.032,0.032,0.127,0.191,0.25,0.166666667,2.160,1.016,0.508,1.683,1.588,0.731,,,,,,1,0,1,1,0,0
Joel Alvarez,LW,"6' 3""","77.0""",Orthodox,2,1,1,10.635,5.117,4.716,0.000,0.000,0.003,368,0.000,0.201,0.000,0.201,No TD Att,1,3.211,1.405,0.502,3.612,0.602,0.502,,,,,,,0,1,1,0,0
Rong Zhu,LW,"5' 9""","71.0""",Orthodox,3,1,2,10.715,4.267,6.376,0.024,0.000,0.303,146,0.242,0.000,0.388,0.024,0.625,0,3.515,0.461,0.291,3.709,1.479,1.188,,,,,,1,0,1,0,1,0
Alejandro Perez,BW,"5' 6""","67.0""",Orthodox,2,1,1,8.754,3.097,4.336,0.041,0.000,0.052,74,0.041,0.041,0.083,0.041,0.5,1,1.858,0.743,0.496,1.776,1.280,1.280,,,,,,1,0,0,0,0,1
Ramiz Brahimaj,WW,"5' 10""","72.0""",Orthodox,3,2,1,3.779,1.685,2.809,0.000,0.051,0.217,657,0.204,0.255,0.306,0.562,0.666666667,0.454545455,1.123,0.511,0.051,1.583,0.868,0.357,,,,,,1,0,0,0,0,2
Michael Gillmore,MW,,,,2,0,2,4.201,2.035,3.020,0.000,0.000,0.003,551,0.000,0.328,0.000,0.656,No TD Att,0.5,0.919,0.263,0.853,2.363,0.656,0.000,,,,,,,0,0,1,1,0
Chas Skelly,FW,"5' 11""","72.0""",Orthodox,1,1,0,8.979,1.995,1.140,0.143,0.000,0.530,82,0.143,0.000,0.428,0.285,0.333333333,0,1.710,0.285,0.000,0.570,0.143,0.428,,,,,,,0,1,0,0,0
Mark Striegl,FW,"5' 8""","70.0""",Southpaw,1,0,1,6.271,1.140,1.995,0.000,0.143,0.195,223,0.000,0.143,0.285,0.428,0,0.333333333,0.570,0.143,0.428,1.710,0.285,0.000,,,,,,,0,0,1,0,0
Kyler Phillips,BW,"5' 8""","72.0""",Orthodox,3,2,1,11.555,5.096,4.139,0.024,0.000,0.172,308,0.239,0.048,0.526,0.144,0.454545455,0.333333333,3.636,0.885,0.574,2.584,0.933,0.622,,,,,,1,1,0,0,0,1
Fabio Cherant,LHW,"6' 1""","74.0""",Southpaw,3,0,3,3.226,1.390,4.119,0.000,0.050,0.018,144,0.000,0.149,0.000,0.149,No TD Att,1,0.496,0.794,0.099,1.638,0.794,1.687,,,,,,1,0,0,1,1,0
Max Grishin,LHW,,,,2,1,1,9.467,4.500,2.600,0.067,0.000,0.124,205,0.000,0.100,0.067,0.300,0,0.333333333,1.567,0.967,1.967,1.133,0.400,1.067,,,,,,1,1,0,0,0,0
Danilo Marques,LHW,"6' 6""","77.0""",Orthodox,3,1,2,5.184,1.685,3.326,0.000,0.000,0.663,172,0.259,0.086,0.821,0.086,0.315789474,1,1.425,0.259,0.000,2.635,0.346,0.346,,,,,,,0,0,2,0,1
Denys Bondar,FLW,"5' 6""","69.0""",Orthodox,1,0,1,3.659,2.927,2.195,0.000,0.000,0.451,15,0.732,0.732,0.732,0.732,1,1,1.463,0.000,1.463,2.195,0.000,0.000,,,,,,,0,0,1,0,0
Francis Ngannou,HW,"6' 4""","83.0""",Orthodox,2,2,0,6.382,2.559,2.430,0.065,0.000,0.287,175,0.162,0.032,0.227,0.130,0.714285714,0.25,1.199,0.745,0.616,0.583,0.713,1.134,,,,,,,1,1,0,0,0
Saimon Oliveira,BW,"5' 4""","72.0""",Orthodox,1,0,1,5.800,2.333,3.067,0.000,0.000,0.017,688,0.000,0.733,0.000,1.000,No TD Att,0.733333333,1.400,0.600,0.333,2.400,0.267,0.400,,,,,,1,0,0,0,0,0
Giga Chikadze,FW,"6' 0""","74.0""",Orthodox,3,2,1,13.075,5.293,4.790,0.079,0.026,0.024,222,0.000,0.053,0.000,0.185,No TD Att,0.285714286,3.547,1.191,0.556,3.785,0.609,0.397,,,,,,1,0,2,0,0,0
Rogerio Bontorin,FLW,"5' 5""","67.0""",Orthodox,3,0,3,7.360,3.036,3.379,0.000,0.029,0.379,104,0.286,0.000,0.315,0.000,0.909090909,No TD Att,2.234,0.200,0.601,1.919,1.088,0.372,,,,,,1,0,0,1,0,0
Dakota Bush,LW,"5' 10""","73.0""",Orthodox,2,0,2,8.092,2.768,4.419,0.000,0.053,0.161,430,0.160,0.053,0.479,0.053,0.333333333,1,1.331,0.426,1.012,2.183,0.799,1.437,,,,,,1,0,0,1,0,0
Diego Ferreira,LW,"5' 9""","74.0""",Orthodox,3,0,3,9.584,3.635,3.966,0.000,0.000,0.062,818,0.000,0.391,0.090,0.901,0,0.433333333,2.764,0.661,0.210,2.944,0.661,0.361,,,,,,1,0,0,2,0,0
Andre Ewell,BW,"5' 8""","75.0""",Southpaw,3,0,3,10.271,3.768,6.400,0.000,0.026,0.019,242,0.052,0.026,0.052,0.077,1,0.333333333,1.316,1.394,1.058,3.097,1.394,1.910,,,,,,2,0,0,1,0,0
Matt Sayles,LW,"5' 7""","68.0""",Orthodox,1,0,1,4.800,1.835,1.271,0.000,0.000,0.174,168,0.141,0.141,0.141,0.847,1,0.166666667,0.282,1.129,0.424,0.565,0.141,0.565,,,,,,,0,0,0,1,0
Ryan Hall,FW,"5' 10""","70.0""",Southpaw,2,1,1,10.160,2.527,2.224,0.000,0.000,0.284,378,0.000,0.051,0.253,0.051,0,1,1.213,1.112,0.202,1.365,0.404,0.455,,,,,,,1,0,1,0,0
Randy Costa,BW,"5' 9""","73.0""",Switch,1,0,1,7.135,3.351,8.865,0.000,0.000,0.268,206,0.000,0.000,0.108,0.000,0,No TD Att,2.162,1.189,0.000,2.811,4.649,1.405,,,,,,,0,0,1,0,0
Jose Aldo,BW,"5' 7""","70.0""",Orthodox,1,1,0,6.880,3.440,5.960,0.080,0.000,0.364,128,0.000,0.040,0.040,0.200,0,0.2,2.280,0.760,0.400,3.760,1.520,0.680,,,,,,,1,0,0,0,0
Maki Pitolo,MW,"5' 10""","75.0""",Orthodox,2,0,2,7.374,2.387,3.767,0.000,0.000,0.484,280,0.265,0.053,0.584,0.106,0.454545455,0.5,1.114,0.902,0.371,3.448,0.212,0.106,,,,,,1,0,0,0,1,0
Chris Gruetzemacher,LW,"5' 8""","68.0""",Orthodox,2,1,1,13.760,4.856,4.047,0.000,0.000,0.101,766,0.035,0.211,0.070,0.704,0.5,0.3,2.639,1.654,0.563,3.132,0.633,0.282,,,,,,,1,0,0,1,0
Michael Chiesa,WW,"6' 1""","75.0""",Southpaw,3,1,2,5.712,1.313,0.852,0.000,0.000,0.397,596,0.138,0.138,0.184,0.253,0.75,0.545454545,0.967,0.299,0.046,0.392,0.184,0.276,,,,,,1,1,0,0,1,0
Rani Yahya,BW,"5' 6""","67.0""",Orthodox,2,2,0,12.225,1.512,1.987,0.000,0.043,0.760,65,0.216,0.000,0.518,0.000,0.416666667,No TD Att,0.302,0.086,1.123,1.641,0.086,0.259,,,,,,,1,0,0,0,1
KyungHo Kang ,BW,,,,1,0,1,10.267,2.867,1.800,0.067,0.000,0.072,636,0.000,0.200,0.000,0.533,No TD Att,0.375,2.400,0.067,0.400,0.467,0.067,1.267,,,,,,1,0,0,0,0,0
Rafa garcia,LW,,,,1,1,0,7.800,2.333,3.133,0.000,0.000,0.374,48,0.467,0.200,0.800,0.467,0.583333333,0.428571429,1.400,0.667,0.267,1.400,1.267,0.467,,,,,,,1,0,0,0,0
Sean Soriano,LW,"5' 9""","70.0""",Orthodox,2,0,2,6.338,3.241,1.859,0.000,0.000,0.083,504,0.095,0.334,0.095,0.620,1,0.538461538,1.525,0.810,0.905,1.239,0.334,0.286,,,,,,1,0,0,0,1,0
Ben Rothwell,HW,"6' 4""","78.0""",Orthodox,2,1,1,16.732,8.105,6.144,0.000,0.000,0.268,2,0.131,0.000,0.261,0.131,0.5,0,6.405,1.307,0.392,4.052,0.523,1.569,,,,,,,0,0,1,0,1
Song Yadong,BW,"5' 8""","67.0""",Orthodox,3,2,1,14.542,5.822,4.100,0.027,0.000,0.039,122,0.000,0.109,0.082,0.273,0,0.4,3.280,1.695,0.847,2.460,1.093,0.547,,,,,,1,1,1,0,0,0
Collin Anglin,FW,"5' 9""","71.0""",Orthodox,2,0,2,8.559,2.912,8.294,0.000,0.176,0.046,93,0.088,0.000,0.176,0.000,0.5,No TD Att,1.588,0.971,0.353,4.500,2.559,1.235,,,,,,,0,0,2,0,0
Al Iaquinta,LW,"5' 10""","70.0""",Orthodox,1,0,1,12.414,4.138,11.586,0.000,0.414,0.000,15,0.000,0.000,0.000,0.000,No TD Att,No TD Att,2.069,1.241,0.828,9.517,0.828,1.241,,,,,,,0,0,1,0,0
Jordan Williams,WW,"6' 1""","75.0""",Southpaw,2,0,2,11.218,4.412,3.655,0.000,0.126,0.107,95,0.126,0.126,0.252,0.252,0.5,0.5,2.899,0.504,1.008,2.521,0.756,0.378,,,,,,,0,0,1,1,0
Gian Villante,HW,"6' 3""","76.0""",Orthodox,1,0,1,6.907,4.063,5.147,0.000,0.135,0.018,12,0.000,0.000,0.000,0.000,No TD Att,No TD Att,0.813,2.844,0.406,1.761,0.542,2.844,,,,,,,0,0,1,0,0
John Allan,LHW,"6' 1""","75.0""",Orthodox,1,0,1,12.667,5.133,10.200,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,No TD Att,No TD Att,2.867,0.733,1.533,7.333,1.400,1.467,,,,,,1,0,0,0,0,0
Elizeu Zaleski Dos Santos,WW,,,,1,1,0,18.600,9.933,4.467,0.000,0.000,0.133,115,0.000,0.133,0.267,0.933,0,0.142857143,6.400,2.467,1.067,2.667,1.333,0.467,,,,,,,1,0,0,0,0
Shamil Gamzatov,LHW,"6' 2""","76.0""",Orthodox,1,0,1,19.052,9.953,9.100,0.000,0.284,0.000,3,0.000,0.000,0.569,0.000,0,No TD Att,4.550,3.697,1.706,7.678,1.422,0.000,,,,,,,0,0,1,0,0
Hu Yaozong,MW,"6' 3""","72.0""",Orthodox,1,0,1,4.537,1.693,4.876,0.000,0.000,0.015,579,0.000,0.271,0.000,0.542,No TD Att,0.5,1.151,0.406,0.135,4.063,0.677,0.135,,,,,,,0,0,0,1,0
Ricky Glenn,LW,"6' 0""","70.0""",Southpaw,2,1,1,8.068,2.433,1.601,0.128,0.000,0.297,506,0.000,0.192,0.000,0.704,No TD Att,0.272727273,1.793,0.448,0.192,0.832,0.704,0.064,,,,,,,0,1,0,0,0
Laureano Strapoli ,MW,,,,2,0,2,4.767,1.133,2.033,0.000,0.000,0.209,734,0.133,0.233,0.467,0.367,0.285714286,0.636363636,0.567,0.333,0.233,1.067,0.767,0.200,,,,,,2,0,0,0,0,0
Khama Worthy,LW,"5' 11""","74.0""",Orthodox,2,0,2,8.732,4.507,8.451,0.000,0.563,0.000,9,0.000,0.000,0.000,0.000,No TD Att,No TD Att,2.254,0.282,1.972,7.324,0.282,0.845,,,,,,,0,0,2,0,0
Zviad Lazishvili,BW,"5' 6""","69.0""",Orthodox,1,0,1,10.867,4.200,6.133,0.000,0.000,0.100,0,0.000,0.000,0.400,0.000,0,No TD Att,1.667,1.133,1.400,4.333,0.933,0.867,,,,,,1,0,0,0,0,0
Gaetano Pirrello ,BW,,,,2,0,2,2.169,0.994,2.440,0.000,0.090,0.000,438,0.000,0.633,0.000,0.904,No TD Att,0.7,0.361,0.181,0.452,1.807,0.452,0.181,,,,,,,0,0,1,1,0
Johnny Eduardo,BW,"5' 7""","71.0""",Orthodox,1,0,1,7.161,3.363,2.495,0.000,0.000,0.134,74,0.108,0.108,0.108,0.108,1,1,0.759,0.868,1.736,1.193,1.085,0.217,,,,,,,0,0,0,1,0
Martin Sano,WW,"5' 11""","75.0""",Orthodox,1,0,1,12.000,4.000,12.000,0.000,4.000,0.000,1,0.000,0.000,0.000,0.000,No TD Att,No TD Att,4.000,0.000,0.000,8.000,4.000,0.000,,,,,,,0,0,1,0,0
Antonio Arroyo,MW,"6' 3""","73.0""",Orthodox,1,0,1,7.668,2.825,5.516,0.000,0.135,0.054,78,0.000,0.135,0.000,0.807,No TD Att,0.166666667,0.538,1.345,0.942,1.614,1.614,2.287,,,,,,,0,0,1,0,0
Mike Rodriguez,LHW,"6' 4""","82.0""",Southpaw,2,0,2,8.003,2.614,5.831,0.000,0.000,0.004,744,0.000,0.282,0.000,0.402,No TD Att,0.7,0.885,0.885,0.845,4.343,1.086,0.402,,,,,,1,0,0,0,1,0
Impa Kasanganay,WW,"5' 11""","75.0""",Orthodox,2,1,1,7.686,2.355,4.587,0.000,0.124,0.360,77,0.248,0.000,0.744,0.124,0.333333333,0,1.983,0.124,0.248,2.727,1.240,0.620,,,,,,,0,0,1,0,1
Gustavo Lopez,BW,"5' 5""","67.0""",Orthodox,2,0,2,6.680,2.633,3.026,0.000,0.079,0.081,9,0.118,0.000,0.354,0.039,0.333333333,0,1.807,0.393,0.432,2.161,0.707,0.157,,,,,,,0,0,1,0,0
David Zawada,WW,"6' 0""","75.0""",Orthodox,1,0,1,14.000,5.733,6.000,0.000,0.000,0.043,66,0.067,0.000,0.133,0.000,0.5,No TD Att,2.600,2.733,0.400,5.400,0.533,0.067,,,,,,1,0,0,0,0,0
Luigi Vendramini,LW,"5' 8""","73.0""",Orthodox,2,0,2,8.858,3.039,4.429,0.000,0.052,0.185,9,0.103,0.000,0.361,0.103,0.285714286,0,1.700,0.773,0.567,2.730,0.773,0.927,,,,,,1,0,0,1,0,0
Gilbert Urbina,MW,"6' 3""","75.0""",Orthodox,1,0,1,13.103,6.207,6.345,0.000,0.000,0.368,82,0.276,0.138,0.828,0.138,0.333333333,1,4.552,1.241,0.414,2.345,3.172,0.828,,,,,,,0,0,0,1,0
Kevin Lee,WW,"5' 9""","77.0""",Orthodox,1,0,1,12.067,3.733,8.000,0.000,0.000,0.238,45,0.200,0.000,0.467,0.000,0.428571429,No TD Att,2.600,0.800,0.333,5.800,0.467,1.733,,,,,,1,0,0,0,0,0
Darren Stewart,MW,"6' 0""","74.0""",Orthodox,3,0,3,7.979,2.910,5.467,0.000,0.044,0.131,677,0.176,0.132,0.265,0.529,0.666666667,0.25,1.146,0.573,1.190,4.717,0.573,0.176,,,,,,1,0,0,1,0,0
Austin Hubbard,LW,"5' 10""","71.0""",Orthodox,2,1,1,11.733,4.100,3.733,0.000,0.000,0.298,240,0.167,0.033,0.267,0.333,0.625,0.1,2.033,0.900,1.167,1.500,0.733,1.500,,,,,,1,1,0,0,0,0
Austin Lingo,FLW,"5' 10""","70.0""",Orthodox,1,1,0,12.333,4.867,5.133,0.067,0.000,0.101,19,0.000,0.000,0.000,0.333,No TD Att,0,3.000,1.533,0.333,2.267,1.733,1.133,,,,,,,1,0,0,0,0
Domingo Pilarte,BW,"6' 0""","73.0""",Southpaw,1,0,1,10.600,0.200,1.867,0.000,0.000,0.099,769,0.000,0.200,0.000,0.200,No TD Att,1,0.133,0.067,0.000,1.600,0.133,0.133,,,,,,1,0,0,0,0,0
Roosevelt Roberts,LW,"6' 2""","73.0""",Orthodox,1,0,1,12.402,3.687,7.039,0.000,0.067,0.116,98,0.000,0.000,0.804,0.000,0,No TD Att,3.151,0.134,0.402,2.749,2.078,2.212,,,,,,,0,0,1,0,0
Sasha Palatnikov,WW,"6' 1""","72.0""",Switch,2,0,2,5.762,1.754,1.754,0.000,0.000,0.117,306,0.000,0.501,0.000,1.002,No TD Att,0.5,0.877,0.501,0.376,1.503,0.000,0.251,,,,,,,0,0,0,2,0
Casey Kenney,BW,"5' 7""","68.0""",Southpaw,2,0,2,13.067,5.067,6.833,0.000,0.000,0.029,147,0.033,0.067,0.233,0.400,0.142857143,0.166666667,1.633,1.000,1.200,3.900,1.933,1.000,,,,,,2,0,0,0,0,0
Drako Rodriguez,BW,"5' 8""","69.0""",Orthodox,2,0,2,10.562,3.650,4.700,0.000,0.055,0.068,50,0.166,0.055,0.276,0.221,0.6,0.25,2.820,0.166,0.664,2.986,1.493,0.221,,,,,,1,0,0,1,0,0
Anderson Dos Santos,BW,"5' 5""","70.0""",Orthodox,1,0,1,14.645,2.840,7.101,0.000,0.089,0.013,0,0.000,0.000,0.444,0.000,0,No TD Att,2.130,0.266,0.444,4.793,0.976,1.331,,,,,,,0,0,1,0,0
Jamey Simmons,BW,"5' 6""","70.0""",Orthodox,1,0,1,5.275,0.923,1.846,0.000,0.000,0.000,124,0.000,0.264,0.000,0.396,No TD Att,0.666666667,0.527,0.132,0.264,0.791,0.264,0.791,,,,,,,0,0,0,1,0
Kai Kamaka,FW,"5' 7""","69.0""",Orthodox,2,0,2,8.967,3.633,4.100,0.033,0.000,0.306,71,0.033,0.100,0.133,0.300,0.25,0.333333333,1.567,0.967,1.100,2.633,0.867,0.600,,,,,,1,0,0,0,0,0
Ryan Benoit,FLW,"5' 5""","68.0""",Orthodox,1,0,1,10.067,2.467,5.200,0.067,0.000,0.088,45,0.000,0.000,0.067,0.267,0,0,2.133,0.133,0.200,3.333,0.800,1.067,,,,,,1,0,0,0,0,0
Ian Heinisch,MW,"5' 11""","72.0""",Orthodox,2,0,2,6.911,2.203,3.326,0.000,0.000,0.096,481,0.043,0.302,0.389,0.648,0.111111111,0.466666667,0.605,0.346,1.253,2.246,0.734,0.346,,,,,,1,0,0,1,0,0
Jeremy Stephens,LW,"5' 9""","71.0""",Orthodox,1,0,1,1.846,0.000,0.923,0.000,0.000,0.046,46,0.000,0.923,0.000,1.846,No TD Att,0.5,0.000,0.000,0.000,0.923,0.000,0.000,,,,,,,0,0,0,1,0
Dustin Poirier ,LW,,,,2,2,0,13.085,6.702,4.468,0.080,0.000,0.399,67,0.160,0.000,0.239,0.080,0.666666667,0,5.186,0.000,1.516,2.872,0.798,0.798,,,,,,,0,2,0,0,0
Conor McGregor,LW,"5' 9""","74.0""",Southpaw,2,0,2,11.649,4.468,6.702,0.000,0.080,0.089,300,0.000,0.160,0.080,0.239,0,0.666666667,2.872,0.798,0.798,5.186,0.000,1.516,,,,,,,0,0,2,0,0
Carlos Condit,WW,"6' 2""","75.0""",Orthodox,2,1,1,12.933,3.400,4.033,0.000,0.033,0.162,437,0.067,0.067,0.267,0.233,0.25,0.285714286,2.167,0.700,0.533,2.400,0.567,1.067,,,,,,1,1,0,0,0,0
